Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
EPHB1	LATS2	2	0.006882519375725579	4.3750394313469245	0.04328586648238593
LATS2	ZFHX3	2	0.006882519375725579	4.3750394313469245	0.04328586648238593
KMT2B	PIK3C2G	2	0.006947667675813416	4.339393236997989	0.04336916567324725
NOTCH1	PIK3C2G	2	0.006947667675813416	4.339393236997989	0.04336916567324725
AXIN1	NOTCH1	2	0.006947667675813416	4.339393236997989	0.04336916567324725
AXIN1	NTRK3	2	0.006947667675813416	4.339393236997989	0.04336916567324725
NTRK3	PIK3C2G	2	0.006947667675813416	4.339393236997989	0.04336916567324725
ALK	KMT2B	2	0.006947667675813416	4.339393236997989	0.04336916567324725
EP300	NOTCH1	2	0.006947667675813416	4.339393236997989	0.04336916567324725
MEN1	SPEN	3	0.007067825330820793	3.27676819123043	0.0440721858848303
JAK2	U2AF1	2	0.007131911986411474	4.436639753764055	0.04437718426438373
POLD1	TSC2	2	0.007131911986411474	4.436639753764055	0.04437718426438373
ARID2	TBX3	2	0.007163340809452394	4.390484264919806	0.04452537767745702
EP300	GNAS	3	0.007237945335918783	3.22893526720322	0.04485581627020865
CREBBP	PIK3CA	3	0.007241405704261312	3.192379852270008	0.04485581627020865
ASXL2	KMT2D	3	0.0072471783852534055	3.287281952080471	0.04485581627020865
CIC	KMT2D	3	0.0072471783852534055	3.287281952080471	0.04485581627020865
ANKRD11	SPEN	2	0.007330218576299388	4.301953395126096	0.04522621144807502
CREBBP	NF1	2	0.007330218576299388	4.301953395126096	0.04522621144807502
CREBBP	SPEN	2	0.007330218576299388	4.301953395126096	0.04522621144807502
APC	KMT2D	4	0.00735882038476649	2.63104051041894	0.045307095189999154
KMT2D	ZFHX3	4	0.00735882038476649	2.63104051041894	0.045307095189999154
ARID1A	TET1	3	0.007389966996444488	3.6244908649077936	0.04540327411996199
ARID1A	MEF2B	3	0.007389966996444488	3.6244908649077936	0.04540327411996199
ARID2	GNAS	4	0.007437896690216877	2.6010293655632317	0.04564979825926392
APC	BRCA2	3	0.007493285428546805	3.1606828491374634	0.045893430860283
BRCA2	ZFHX3	3	0.007493285428546805	3.1606828491374634	0.045893430860283
PTPRS	PTPRT	3	0.007521665861553093	3.153342117246708	0.04601906236843519
GNAS	RNF43	8	0.007564270632289381	1.6889304205873314	0.04610547886708243
BRCA2	PDGFRB	2	0.007591470190643222	4.386810946472217	0.04610547886708243
BRCA2	MLH1	2	0.007591470190643222	4.386810946472217	0.04610547886708243
BRCA2	RECQL4	2	0.007591470190643222	4.386810946472217	0.04610547886708243
BRCA2	TRAF7	2	0.007591470190643222	4.386810946472217	0.04610547886708243
BRCA2	MDC1	2	0.007591470190643222	4.386810946472217	0.04610547886708243
BRCA2	NOTCH4	2	0.007591470190643222	4.386810946472217	0.04610547886708243
IGF1R	RBM10	2	0.007598851363971185	4.560159109720583	0.04610547886708243
FANCA	PTPRS	2	0.007695057081572669	4.332983283396358	0.046592535062234514
INSR	PTPRS	2	0.007695057081572669	4.332983283396358	0.046592535062234514
AKT3	SMAD4	6	0.007726114461558314	2.530219536126724	0.04666125562630122
BCOR	ELF3	3	0.00773033966522241	3.146002214101906	0.04666125562630122
ARID1B	BCOR	3	0.00773033966522241	3.146002214101906	0.04666125562630122
NTRK3	RBM10	3	0.007863640741989765	3.169925001442312	0.0474169429895857
AMER1	RICTOR	2	0.007900676865946471	4.231564067234698	0.04749338025582827
PIK3C2G	RICTOR	2	0.007900676865946471	4.231564067234698	0.04749338025582827
PIK3C2G	PTPRD	2	0.007900676865946471	4.231564067234698	0.04749338025582827
NOTCH1	NTRK3	2	0.007973340593334856	4.223002053731274	0.04788097446654576
BRCA2	SMAD4	13	0.008117673764381961	1.411614173515508	0.04869771676704625
EPHA3	KMT2A	2	0.008158581114304985	4.213576008652809	0.04879298664373197
NOTCH3	SPEN	2	0.008158581114304985	4.213576008652809	0.04879298664373197
KMT2A	SPEN	2	0.008158581114304985	4.213576008652809	0.04879298664373197
CARD11	PBRM1	2	0.008236701915426123	4.22881869049588	0.04900540624988467
BRAF	CARD11	2	0.008236701915426123	4.22881869049588	0.04900540624988467
LATS2	PBRM1	2	0.008236701915426123	4.22881869049588	0.04900540624988467
IRS1	PREX2	2	0.008244369935012227	4.277617462409571	0.04900540624988467
ERF	PREX2	2	0.008244369935012227	4.277617462409571	0.04900540624988467
DAXX	MET	2	0.008244369935012227	4.277617462409571	0.04900540624988467
APC	CIC	2	0.008345826796931854	4.204199304570478	0.04925806350681576
APC	ASXL2	2	0.008345826796931854	4.204199304570478	0.04925806350681576
PGR	ZFHX3	2	0.008345826796931854	4.204199304570478	0.04925806350681576
APC	KDR	2	0.008345826796931854	4.204199304570478	0.04925806350681576
APC	CDK12	2	0.008345826796931854	4.204199304570478	0.04925806350681576
APC	EPHA7	2	0.008345826796931854	4.204199304570478	0.04925806350681576
APC	PGR	2	0.008345826796931854	4.204199304570478	0.04925806350681576
AXIN2	RNF43	4	0.008423449073842706	2.6560748028401067	0.04965676053117175
KMT2A	PIK3CA	3	0.008463656594273788	3.098341773858118	0.04965676053117175
PIK3R1	SETD2	2	0.008464317019931309	4.226985532636927	0.04965676053117175
NCOR1	SETD2	2	0.008464317019931309	4.226985532636927	0.04965676053117175
SETD2	TP53BP1	2	0.008464317019931309	4.226985532636927	0.04965676053117175
FH	SETD2	2	0.008464317019931309	4.226985532636927	0.04965676053117175
BCOR	KMT2D	5	0.008540087813117794	2.196159163955362	0.04971329608319676
BCOR	NOTCH2	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	TRAF2	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	ERG	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	POLD1	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
AXL	BCOR	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	PDGFRB	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	TOP1	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
BCOR	MLH1	2	0.008550448941647451	4.2918613695852175	0.04971329608319676
ANKRD11	AR	2	0.008605596417978355	4.163535326153213	0.04983577569183703
ANKRD11	DOT1L	2	0.008605596417978355	4.163535326153213	0.04983577569183703
AR	CREBBP	2	0.008605596417978355	4.163535326153213	0.04983577569183703
CREBBP	ROS1	2	0.008605596417978355	4.163535326153213	0.04983577569183703
APC	BCOR	3	0.008889091282552213	3.062611977299679	0.0513217336026575
CSF3R	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
PPP2R1A	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
MEF2B	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
PLCG2	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
FGFR4	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
TGFBR1	WT1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
GATA2	TGFBR1	2	0.008941160290837406	4.322852603115661	0.0513217336026575
NKX2-1	SMARCA4	2	0.008941160290837406	4.322852603115661	0.0513217336026575
ETV6	PTPRT	2	0.008955589411533975	4.16078820687019	0.05135415928241394
ARID1B	EPHA3	2	0.009027454135598183	4.130198723126702	0.05171555263380389
NOTCH1	PTPRD	2	0.009063296504160597	4.115172304591814	0.05187007950375277
ARID2	CUL3	2	0.009114805125170766	4.167174390426277	0.052012190416706156
ARID2	TP53BP1	2	0.009114805125170766	4.167174390426277	0.052012190416706156
ARID2	PIK3R1	2	0.009114805125170766	4.167174390426277	0.052012190416706156
PREX2	SMAD4	12	0.009188514259799828	1.4544309375789306	0.05238169581439492
KMT2C	WHSC1L1	2	0.00937245334411111	4.285402218862249	0.053119650784598724
KMT2C	PIK3CD	2	0.00937245334411111	4.285402218862249	0.053119650784598724
KMT2C	MAP3K1	2	0.00937245334411111	4.285402218862249	0.053119650784598724
EGFR	KMT2C	2	0.00937245334411111	4.285402218862249	0.053119650784598724
KMT2C	MST1R	2	0.00937245334411111	4.285402218862249	0.053119650784598724
ARHGAP35	KMT2C	2	0.00937245334411111	4.285402218862249	0.053119650784598724
NTRK2	TSC2	2	0.009395214586989964	4.172686141119369	0.053197105633402034
FLT1	ROS1	2	0.009574129575937325	4.07515735956874	0.05394902108830194
KMT2A	SOX9	2	0.009574129575937325	4.07515735956874	0.05394902108830194
DOT1L	KMT2A	2	0.009574129575937325	4.07515735956874	0.05394902108830194
AR	FLT1	2	0.009574129575937325	4.07515735956874	0.05394902108830194
DOT1L	FLT1	2	0.009574129575937325	4.07515735956874	0.05394902108830194
BRCA2	PBRM1	3	0.009711248260578424	3.006824199113932	0.05466900007326583
CUL3	PTPRS	2	0.009787317356348812	4.1096728250955	0.055044249247388655
APC	KDM5C	2	0.009936290587153292	4.051280504943693	0.0555791924373083
SPEN	ZFHX3	2	0.009936290587153292	4.051280504943693	0.0555791924373083
CREBBP	PIK3C2G	2	0.0099733784399631	4.03708931873522	0.0555791924373083
ALK	ANKRD11	2	0.0099733784399631	4.03708931873522	0.0555791924373083
ANKRD11	AXIN1	2	0.0099733784399631	4.03708931873522	0.0555791924373083
BRAF	PGR	2	0.009979668772809303	4.057977401286414	0.0555791924373083
PBRM1	TSC1	2	0.009979668772809303	4.057977401286414	0.0555791924373083
FLT4	TSC1	2	0.009979668772809303	4.057977401286414	0.0555791924373083
EPHA7	FLT4	2	0.009979668772809303	4.057977401286414	0.0555791924373083
CIC	PBRM1	2	0.009979668772809303	4.057977401286414	0.0555791924373083
BRCA2	FANCA	2	0.009996462719105545	4.122856747785534	0.0555791924373083
BRCA2	ERF	2	0.009996462719105545	4.122856747785534	0.0555791924373083
GPS2	PIK3CA	2	0.010087224717364804	4.159813685475023	0.05592433874110591
ESR1	PIK3CA	2	0.010087224717364804	4.159813685475023	0.05592433874110591
MDC1	PIK3CA	2	0.010087224717364804	4.159813685475023	0.05592433874110591
BRAF	KMT2D	4	0.01027481526497159	2.4686850187664535	0.05691041144395722
PTPRD	RICTOR	2	0.01029799918629919	4.007341975341168	0.05698486020876439
ANKRD11	KMT2C	3	0.0103287949331285	2.989791115039958	0.05704732914435184
CREBBP	KMT2C	3	0.0103287949331285	2.989791115039958	0.05704732914435184
INPPL1	SETD2	2	0.010475453538165386	4.03342300153745	0.057619486821065054
CARD11	SETD2	2	0.010475453538165386	4.03342300153745	0.057619486821065054
DAXX	TP53BP1	2	0.010481643695950284	4.054306419557917	0.057619486821065054
MSH6	PREX2	2	0.010481643695950284	4.054306419557917	0.057619486821065054
PREX2	TP53BP1	2	0.010481643695950284	4.054306419557917	0.057619486821065054
CDKN2A	RUNX1	4	0.01057386161401429	3.79060942439743	0.058071846554337635
ARID1B	ROS1	2	0.010589383965138595	3.9917794931950317	0.05810253922335426
ATM	RECQL	2	0.010779137476814377	4.283306800860055	0.058977712911026464
ATM	IGF1R	2	0.010779137476814377	4.283306800860055	0.058977712911026464
ATM	MSH3	2	0.010779137476814377	4.283306800860055	0.058977712911026464
ERBB4	TSC1	2	0.010846197463119198	3.989946335336077	0.059233808554420335
CDK12	ERBB4	2	0.010846197463119198	3.989946335336077	0.059233808554420335
AMER1	KMT2A	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
AXIN1	FAT1	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
AXIN1	PTEN	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
ERBB3	PTEN	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
FLT1	PIK3C2G	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
FAT1	PIK3C2G	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
NOTCH3	PIK3C2G	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
ALK	KMT2A	2	0.011091275259235273	3.9487107713031455	0.06012314086308352
FLT4	RNF43	5	0.011116961491775924	2.1375422803495123	0.060155089411996196
AXIN1	MEN1	3	0.011128023037062727	2.98538794384887	0.060155089411996196
MEN1	PIK3C2G	3	0.011128023037062727	2.98538794384887	0.060155089411996196
IGF1R	MEN1	2	0.01116419514959356	4.255407478564411	0.06021728086524581
MEN1	MSH2	2	0.01116419514959356	4.255407478564411	0.06021728086524581
RBM10	WHSC1L1	2	0.01119100432561501	4.1441947263488945	0.06021728086524581
PIK3R2	RBM10	2	0.01119100432561501	4.1441947263488945	0.06021728086524581
IL7R	RBM10	2	0.01119100432561501	4.1441947263488945	0.06021728086524581
BCOR	ERF	2	0.011249906603660539	4.027905996569885	0.0602570546930499
BCOR	CASP8	2	0.011249906603660539	4.027905996569885	0.0602570546930499
BCOR	TBX3	2	0.011249906603660539	4.027905996569885	0.0602570546930499
BCOR	INSR	2	0.011249906603660539	4.027905996569885	0.0602570546930499
BCOR	FANCA	2	0.011249906603660539	4.027905996569885	0.0602570546930499
FLT1	SMARCA4	3	0.011268245137953261	2.934156416067139	0.06030006021215793
ANKRD11	NTRK3	2	0.01143157048350153	3.920696395133549	0.061062334025571194
ANKRD11	NOTCH1	2	0.01143157048350153	3.920696395133549	0.061062334025571194
ARID1A	SETD2	6	0.011497549708552228	1.9073837403888763	0.06131042394560511
BCOR	PBRM1	3	0.011498980179232144	2.9087509376340464	0.06131042394560511
APC	TET2	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
APC	ROS1	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
ROS1	ZFHX3	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
AR	ZFHX3	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
EPHB1	TET2	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
APC	AR	2	0.011650660704364721	3.9128606934266035	0.06174328871570334
KDM6A	SPEN	3	0.011654058940355016	2.994353436858858	0.06174328871570334
BRAF	TERT	2	0.011871689347651463	3.905057437749564	0.0628393764655325
PIK3R1	TSC2	2	0.011934904757065167	3.949373926930032	0.06300294036468787
TP53BP1	TSC2	2	0.011934904757065167	3.949373926930032	0.06300294036468787
IKZF1	TSC2	2	0.011934904757065167	3.949373926930032	0.06300294036468787
KMT2A	KMT2C	3	0.01204431269846067	2.8957500380033183	0.06352316048088048
INPPL1	PTPRS	2	0.012102789180476862	3.916109125637897	0.0637740665915398
GNAS	TET1	2	0.012155588579705043	4.078208832350697	0.06380553614073216
GNAS	NSD1	2	0.012155588579705043	4.078208832350697	0.06380553614073216
GNAS	XPO1	2	0.012155588579705043	4.078208832350697	0.06380553614073216
ARID1A	PRKCI	3	0.012214057087521815	3.2084782422117053	0.06380553614073216
ARID1A	WHSC1	3	0.012214057087521815	3.2084782422117053	0.06380553614073216
GNAS	SF3B1	4	0.012214649595545938	2.3659394466990222	0.06380553614073216
ARID1B	POLE	2	0.012262354945460841	3.8653323233440178	0.06380553614073216
ARID1B	AXIN1	2	0.012262354945460841	3.8653323233440178	0.06380553614073216
ALK	ARID1B	2	0.012262354945460841	3.8653323233440178	0.06380553614073216
NCOA3	SMAD4	5	0.012311431624584054	2.6789824100597976	0.06380553614073216
SMARCA4	SPRED1	2	0.012316028432704155	4.0	0.06380553614073216
TGFBR1	TRAF2	2	0.012316028432704155	4.0	0.06380553614073216
MAP3K13	SMARCA4	2	0.012316028432704155	4.0	0.06380553614073216
MDC1	SMARCA4	2	0.012316028432704155	4.0	0.06380553614073216
ERG	TGFBR1	2	0.012316028432704155	4.0	0.06380553614073216
MLH1	SMARCA4	2	0.012316028432704155	4.0	0.06380553614073216
RECQL4	TGFBR1	2	0.012316028432704155	4.0	0.06380553614073216
TGFBR1	TOP1	2	0.012316028432704155	4.0	0.06380553614073216
SMARCA4	TRAF2	2	0.012316028432704155	4.0	0.06380553614073216
BRCA2	IKZF1	2	0.012693425554527621	3.8995439468064577	0.06531388939652961
BRCA2	PIK3R1	2	0.012693425554527621	3.8995439468064577	0.06531388939652961
BRCA2	FH	2	0.012693425554527621	3.8995439468064577	0.06531388939652961
MGA	PTEN	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
FLT1	NOTCH1	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
NOTCH1	NOTCH3	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
FLT1	KMT2B	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
FAT1	NOTCH1	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
KMT2A	NOTCH1	2	0.012707677574500035	3.8323172661160547	0.06531388939652961
PTEN	RB1	3	0.012850847361407436	2.85829188728283	0.06592031905735529
NF1	SMAD3	2	0.01289718123218372	3.8370257887339467	0.06592031905735529
KMT2C	TRAF2	2	0.012904743450422763	3.96254902292306	0.06592031905735529
KMT2C	TRAF7	2	0.012904743450422763	3.96254902292306	0.06592031905735529
ESR1	KMT2C	2	0.012904743450422763	3.96254902292306	0.06592031905735529
KMT2C	PGBD5	2	0.012904743450422763	3.96254902292306	0.06592031905735529
KMT2C	NOTCH2	2	0.012904743450422763	3.96254902292306	0.06592031905735529
ATM	NOTCH1	3	0.012915829310947027	2.887337798187118	0.06592031905735529
CARD11	DAXX	2	0.012956023646017173	3.860742134804629	0.06606573901154794
CREBBP	GRIN2A	2	0.012978207236154657	3.8128649034498823	0.06606573901154794
ANKRD11	RICTOR	2	0.012978207236154657	3.8128649034498823	0.06606573901154794
ARID1B	SMARCA4	3	0.013023954525090278	2.845761902171642	0.06618341443723114
ARID1B	TGFBR1	3	0.013023954525090278	2.845761902171642	0.06618341443723114
CASP8	PIK3CA	2	0.013255350074505306	3.8958565453335416	0.06724244803623723
IRS1	PIK3CA	2	0.013255350074505306	3.8958565453335416	0.06724244803623723
EP300	ZFHX3	2	0.013485743427653081	3.786412941250945	0.06805704340668065
POLE	ZFHX3	2	0.013485743427653081	3.786412941250945	0.06805704340668065
EP300	EPHB1	2	0.013485743427653081	3.786412941250945	0.06805704340668065
ALK	APC	2	0.013485743427653081	3.786412941250945	0.06805704340668065
APC	PIK3C2G	2	0.013485743427653081	3.786412941250945	0.06805704340668065
EPHB1	RET	2	0.013485743427653081	3.786412941250945	0.06805704340668065
KMT2D	RECQL	2	0.013604716104723311	4.09779805018511	0.06845568422598057
B2M	KMT2D	2	0.013604716104723311	4.09779805018511	0.06845568422598057
AR	ARID1A	4	0.01361155082147639	2.460778044344814	0.06845568422598057
ARID1A	DOT1L	4	0.01361155082147639	2.460778044344814	0.06845568422598057
BRAF	DOT1L	2	0.01390851952734353	3.766636460842549	0.06982020925699549
PBRM1	ROS1	2	0.01390851952734353	3.766636460842549	0.06982020925699549
ARID2	TSC2	3	0.013925184400594969	2.791628048978487	0.06982020925699549
MAP2K4	SMAD4	7	0.014250688209374519	1.946228743559019	0.06982020925699549
BCOR	NCOR1	2	0.014273221961223562	3.8045920197623766	0.06982020925699549
KMT2A	PTPRD	2	0.014421032098312605	3.724485192107743	0.06982020925699549
FLT1	PTPRD	2	0.014421032098312605	3.724485192107743	0.06982020925699549
NOTCH3	RICTOR	2	0.014421032098312605	3.724485192107743	0.06982020925699549
FLT4	PIK3CA	3	0.014517996806114979	2.772692993373023	0.06982020925699549
PIK3R1	RNF43	3	0.014539959220518898	2.9667457608995322	0.06982020925699549
KEAP1	PTPRS	2	0.01463362374179755	3.7452649173846932	0.06982020925699549
AXIN2	KMT2D	3	0.014716419792152024	2.825029814380795	0.06982020925699549
KMT2D	PIK3C2G	3	0.014716419792152024	2.825029814380795	0.06982020925699549
LATS2	U2AF1	2	0.014740173047617856	3.7558084693450082	0.06982020925699549
CARD11	TSC2	2	0.014740173047617856	3.7558084693450082	0.06982020925699549
PARK2	SF3B1	2	0.014740173047617856	3.7558084693450082	0.06982020925699549
SMARCA4	ZFHX3	3	0.014928002536361196	2.762367467284294	0.06982020925699549
PTPRT	ROS1	2	0.015103737512532375	3.698604228019602	0.06982020925699549
AR	PTPRT	2	0.015103737512532375	3.698604228019602	0.06982020925699549
SMAD3	SOX9	2	0.015103737512532375	3.698604228019602	0.06982020925699549
POLD1	RBM10	2	0.015383046831853361	3.8213391514933055	0.06982020925699549
ESR1	RBM10	2	0.015383046831853361	3.8213391514933055	0.06982020925699549
FGFR1	RBM10	2	0.015383046831853361	3.8213391514933055	0.06982020925699549
APC	NOTCH1	2	0.015438400546529013	3.670018270673929	0.06982020925699549
KMT2B	ZFHX3	2	0.015438400546529013	3.670018270673929	0.06982020925699549
NTRK3	ZFHX3	2	0.015438400546529013	3.670018270673929	0.06982020925699549
MSH2	UPF1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATXN7	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATXN7	PAK7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	RASA1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CBL	PAK7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH2	RXRA	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH2	MSH3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	PAK7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	MSH3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATXN7	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ARAF	B2M	1	0.015489179529844875	6.641148597411233	0.06982020925699549
IGF1R	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
FUBP1	IGF1R	1	0.015489179529844875	6.641148597411233	0.06982020925699549
B2M	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
RECQL	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	CBL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HIST1H3B	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HIST1H3B	HNF1A	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	IGF1R	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CBL	IGF1R	1	0.015489179529844875	6.641148597411233	0.06982020925699549
IGF1R	PAK7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
FUBP1	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATXN7	CBL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATXN7	IGF1R	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH2	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
FUBP1	UPF1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	ATXN7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CBL	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
IGF1R	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
PRDM1	RHOA	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH3	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH3	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH2	RASA1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	MSH3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH3	RASA1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
PAK7	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HIST1H3B	PTCH1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	PTCH1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	HNF1A	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ARAF	FOXO1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HIST1H3B	RXRA	1	0.015489179529844875	6.641148597411233	0.06982020925699549
DNMT3A	IGF1R	1	0.015489179529844875	6.641148597411233	0.06982020925699549
MSH2	PAK7	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CTR9	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
RASA1	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	RASA1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ARAF	MSH2	1	0.015489179529844875	6.641148597411233	0.06982020925699549
CBL	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
RASA1	TCF3	1	0.015489179529844875	6.641148597411233	0.06982020925699549
APLNR	RECQL	1	0.015489179529844875	6.641148597411233	0.06982020925699549
HNF1A	PARP1	1	0.015489179529844875	6.641148597411233	0.06982020925699549
BARD1	HNF1A	1	0.015489179529844875	6.641148597411233	0.06982020925699549
DNMT3A	RAD54L	1	0.015489179529844875	6.641148597411233	0.06982020925699549
ATM	RICTOR	3	0.015515402174464798	2.7709228524007985	0.06982020925699549
CIC	PREX2	2	0.01565882380033	3.689897340509427	0.06982020925699549
PGR	PREX2	2	0.01565882380033	3.689897340509427	0.06982020925699549
BRCA2	INPPL1	2	0.015670512817204336	3.7059779016825223	0.06982020925699549
BRCA1	BRCA2	2	0.015670512817204336	3.7059779016825223	0.06982020925699549
ATM	JAK1	2	0.015815071319092325	3.8673370268858367	0.06982020925699549
ATM	CCND2	2	0.015815071319092325	3.8673370268858367	0.06982020925699549
ATM	WHSC1L1	2	0.015815071319092325	3.8673370268858367	0.06982020925699549
ATM	MYCN	2	0.015815071319092325	3.8673370268858367	0.06982020925699549
ARHGAP35	ATM	2	0.015815071319092325	3.8673370268858367	0.06982020925699549
KMT2D	SETD2	4	0.015906674863759913	2.254340029738676	0.06982020925699549
AXIN2	PBRM1	2	0.016085997114296174	3.6401875417942797	0.06982020925699549
FLT4	PIK3C2G	2	0.016085997114296174	3.6401875417942797	0.06982020925699549
ALK	PBRM1	2	0.016085997114296174	3.6401875417942797	0.06982020925699549
AXIN1	FLT4	2	0.016085997114296174	3.6401875417942797	0.06982020925699549
ERF	SMARCA4	2	0.01615734176491021	3.7360404931143805	0.06982020925699549
SMARCA4	TBX3	2	0.01615734176491021	3.7360404931143805	0.06982020925699549
CASP8	SMARCA4	2	0.01615734176491021	3.7360404931143805	0.06982020925699549
BCOR	SETD2	3	0.016165710375216878	2.7043256630668364	0.06982020925699549
FBXW7	FLT1	2	0.0162290701132105	3.6240320653997484	0.06982020925699549
CDKN1A	MEN1	2	0.01637317645943218	3.8394371017613786	0.06982020925699549
GNAS	NRAS	2	0.01669505828128879	3.755352063442926	0.06982020925699549
GNAS	HGF	2	0.01669505828128879	3.755352063442926	0.06982020925699549
ERG	GNAS	2	0.01669505828128879	3.755352063442926	0.06982020925699549
GNAS	JAK2	2	0.01669505828128879	3.755352063442926	0.06982020925699549
PIK3CA	RAD50	2	0.016796762506624468	3.6725407991394086	0.06982020925699549
KMT2C	NTRK1	2	0.016922659015377844	3.6985889224531507	0.06982020925699549
CASP8	KMT2C	2	0.016922659015377844	3.6985889224531507	0.06982020925699549
KMT2C	TBX3	2	0.016922659015377844	3.6985889224531507	0.06982020925699549
ERF	KMT2C	2	0.016922659015377844	3.6985889224531507	0.06982020925699549
PTPRS	SPEN	2	0.017372161277461107	3.5923420310867535	0.06982020925699549
POLE	PTPRT	2	0.017461160556765498	3.572154724420536	0.06982020925699549
AMER1	ERBB4	2	0.017461160556765498	3.572154724420536	0.06982020925699549
APC	RICTOR	2	0.017505548560495725	3.5621850297930067	0.06982020925699549
PTPRD	ZFHX3	2	0.017505548560495725	3.5621850297930067	0.06982020925699549
APC	PTPRD	2	0.017505548560495725	3.5621850297930067	0.06982020925699549
