Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
1	positive regulation of phosphorylation (GO:0042327)	2.058214704318434e-15	positive regulation of phosphorylation (GO:0042327) | transmembrane receptor protein kinase activity (GO:0019199) | Pathways in cancer | transmembrane receptor protein tyrosine kinase activity (GO:0004714) | regulation of kinase activity (GO:0043549) | PI3K-Akt signaling pathway | MAPK signaling pathway | transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | enzyme linked receptor protein signaling pathway (GO:0007167) | regulation of protein phosphorylation (GO:0001932) | positive regulation of intracellular signal transduction (GO:1902533) | protein tyrosine kinase activity (GO:0004713) | positive regulation of cell population proliferation (GO:0008284) | positive regulation of kinase activity (GO:0033674) | regulation of cell population proliferation (GO:0042127) | positive regulation of transferase activity (GO:0051347) | peptidyl-tyrosine modification (GO:0018212) | positive regulation of cellular process (GO:0048522) | peptidyl-tyrosine phosphorylation (GO:0018108) | positive regulation of protein phosphorylation (GO:0001934) | Rap1 signaling pathway | positive regulation of protein modification process (GO:0031401) | Ras signaling pathway | regulation of ERK1 and ERK2 cascade (GO:0070372) | Calcium signaling pathway | integral component of plasma membrane (GO:0005887)	RB1;CCND2;FLT4;PRKD1;BRD4;NKX3-1;ERBB4;FGFR3;PTPRD;IRS1;EPHB1;EPAS1;AR;NF1;EPHA7;TGFBR2;FGF3;NSD1;AXIN2;PDGFRB;HGF;MTOR;MAP2K4;FLT1;YAP1;NOTCH2;TP53;EPHA3;FGF19;BRCA1;ESR1	26
1	Breast cancer	1.2331619700995766e-12	Breast cancer | Gastric cancer | regulation of gene expression (GO:0010468) | Chemical carcinogenesis	RB1;FGF3;TP53;AXIN2;TGFBR2;NSD1;PGR;HGF;FLT4;KDM6A;MTOR;FGF19;NKX3-1;BRCA1;AR;YAP1;ESR1;NOTCH2	4
1	protein autophosphorylation (GO:0046777)	1.914695328104103e-09	protein autophosphorylation (GO:0046777) | positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552) | positive regulation of lipid kinase activity (GO:0090218) | regulation of phosphatidylinositol 3-kinase activity (GO:0043551) | protein phosphorylation (GO:0006468) | positive regulation of MAPK cascade (GO:0043410)	ERBB4;FGFR3;TGFBR2;ATR;PDGFRB;PRKD1;FLT4;EPHA3;MTOR;FGF19;IRS1;EPHB1;FLT1;NOTCH2	6
1	nucleus (GO:0005634)	4.582083556095696e-09	nucleus (GO:0005634) | intracellular membrane-bounded organelle (GO:0043231)	RB1;ATR;CCND2;MED12;SF3B1;KDM6A;BRD4;NKX3-1;IKZF1;RECQL4;ERBB4;DNMT3A;INPPL1;AMER1;IRS1;ERCC3;AR;NF1;KMT2C;NSD1;AXIN2;PDGFRB;BABAM1;MTOR;TNFAIP3;ANKRD11;YAP1;NOTCH2;XPO1;NCOR1;TP53;ERCC5;KMT2B;MDC1;BRCA1;ESR1;BLM	2
1	positive regulation of transcription, DNA-templated (GO:0045893)	1.8484592071440505e-08	positive regulation of transcription, DNA-templated (GO:0045893) | positive regulation of nucleic acid-templated transcription (GO:1903508) | positive regulation of transcription by RNA polymerase II (GO:0045944) | regulation of transcription by RNA polymerase II (GO:0006357) | regulation of transcription, DNA-templated (GO:0006355)	RB1;MED12;PRKD1;BRD4;NKX3-1;IKZF1;ERBB4;DNMT3A;EPAS1;AR;KMT2C;NSD1;PGR;HGF;MTOR;YAP1;TP53;NCOR1;KMT2B;BRCA1;ESR1;BLM	5
1	DNA repair (GO:0006281)	3.4530383478599614e-08	DNA repair (GO:0006281) | double-strand break repair (GO:0006302) | mitotic DNA damage checkpoint signaling (GO:0044773) | DNA metabolic process (GO:0006259) | recombinational repair (GO:0000725) | double-strand break repair via homologous recombination (GO:0000724) | cellular response to DNA damage stimulus (GO:0006974) | Fanconi anemia pathway | response to ionizing radiation (GO:0010212) | chromosome (GO:0005694) | response to UV (GO:0009411) | nucleotide-excision repair (GO:0006289) | DNA replication (GO:0006260) | intracellular non-membrane-bounded organelle (GO:0043232)	XPO1;ATR;TP53;AXIN2;DIS3;RECQL4;CCND2;ERCC5;BABAM1;MDC1;CYLD;BRCA1;ERCC3;YAP1;SLX4;BLM	14
1	positive regulation of protein kinase B signaling (GO:0051897)	4.470913454417037e-08	positive regulation of protein kinase B signaling (GO:0051897) | Melanoma | regulation of protein kinase B signaling (GO:0051896) | MAPK cascade (GO:0000165) | positive regulation of ERK1 and ERK2 cascade (GO:0070374) | regulation of cell migration (GO:0030334) | growth factor receptor binding (GO:0070851) | Regulation of actin cytoskeleton	ERBB4;FGFR3;RB1;FGF3;TP53;PDGFRB;HGF;FLT4;FGF19;IRS1;FLT1;NF1;ESR1;NOTCH2	8
1	intracellular steroid hormone receptor signaling pathway (GO:0030518)	2.822073993231061e-07	intracellular steroid hormone receptor signaling pathway (GO:0030518) | transcription initiation from RNA polymerase II promoter (GO:0006367) | negative regulation of gene expression (GO:0010629) | DNA-templated transcription, initiation (GO:0006352) | negative regulation of macromolecule metabolic process (GO:0010605) | steroid hormone mediated signaling pathway (GO:0043401) | transcription coactivator binding (GO:0001223) | transcription by RNA polymerase II (GO:0006366) | RNA polymerase II general transcription initiation factor binding (GO:0001091) | cellular response to organic cyclic compound (GO:0071407) | response to testosterone (GO:0033574) | response to steroid hormone (GO:0048545) | transcription coregulator binding (GO:0001221) | androgen receptor signaling pathway (GO:0030521) | intracellular estrogen receptor signaling pathway (GO:0030520) | ATPase binding (GO:0051117) | sequence-specific double-stranded DNA binding (GO:1990837) | cellular response to steroid hormone stimulus (GO:0071383) | general transcription initiation factor binding (GO:0140296) | response to ketone (GO:1901654) | regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	ERBB4;RB1;NCOR1;DNMT3A;TP53;PGR;BLM;FGF19;NKX3-1;BRCA1;ERCC3;AR;YAP1;ESR1;NOTCH2	21
1	Human T-cell leukemia virus 1 infection	4.753136537215573e-07	Human T-cell leukemia virus 1 infection | Cellular senescence | Epstein-Barr virus infection | Cell cycle | Hepatitis B	XPO1;RB1;B2M;TP53;TGFBR2;ATR;CCND2;MTOR;MAP2K4;TNFAIP3	5
1	MicroRNAs in cancer	5.994797816952187e-07	MicroRNAs in cancer | Human papillomavirus infection | Central carbon metabolism in cancer	FGFR3;RB1;ATR;DNMT3A;TP53;AXIN2;PDGFRB;CCND2;MTOR;IRS1;BRCA1;NOTCH2	3
1	Prostate cancer	6.65016068713135e-07	Prostate cancer | positive regulation of macromolecule metabolic process (GO:0010604) | DNA-binding transcription factor binding (GO:0140297) | cellular response to decreased oxygen levels (GO:0036294) | Glioma | Pancreatic cancer | negative regulation of cellular process (GO:0048523) | cellular response to hypoxia (GO:0071456) | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) | Kaposi sarcoma-associated herpesvirus infection | Human cytomegalovirus infection	RB1;PRKD1;NKX3-1;ERBB4;EPAS1;AR;TGFBR2;FGF3;B2M;AXIN2;PDGFRB;MTOR;MAP2K4;YAP1;TP53;NCOR1;FGF19;BRCA1;BLM	11
1	positive regulation of phospholipase activity (GO:0010518)	9.65424613483655e-07	positive regulation of phospholipase activity (GO:0010518) | regulation of phospholipase C activity (GO:1900274) | positive regulation of phospholipase C activity (GO:0010863) | regulation of MAP kinase activity (GO:0043405) | positive regulation of protein serine/threonine kinase activity (GO:0071902) | focal adhesion (GO:0005925) | cell-substrate junction (GO:0030055)	FGFR3;B2M;PDGFRB;CCND2;MDC1;FLT1;NF1;ESR1	7
1	telomeric D-loop disassembly (GO:0061820)	1.7300801780574371e-06	telomeric D-loop disassembly (GO:0061820) | bubble DNA binding (GO:0000405) | telomeric loop disassembly (GO:0090657) | 3'-5' DNA helicase activity (GO:0043138) | DNA double-strand break processing (GO:0000729) | D-loop DNA binding (GO:0062037) | four-way junction helicase activity (GO:0009378) | DNA secondary structure binding (GO:0000217) | oxidized purine DNA binding (GO:0032357) | telomere organization (GO:0032200) | formation of extrachromosomal circular DNA (GO:0001325) | t-circle formation (GO:0090656) | telomere maintenance via telomere trimming (GO:0090737) | DNA duplex unwinding (GO:0032508) | telomere maintenance (GO:0000723) | DNA unwinding involved in DNA replication (GO:0006268) | DNA geometric change (GO:0032392) | DNA recombination (GO:0006310)	ATR;RECQL4;SLX4;BRCA1;ERCC3;ERCC5;BLM	18
1	Thyroid hormone signaling pathway	2.436638074470663e-06	Thyroid hormone signaling pathway | regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798) | positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	NCOR1;TP53;MED12;MTOR;ESR1;NOTCH2	3
1	transcription regulatory region nucleic acid binding (GO:0001067)	5.068678484808327e-06	transcription regulatory region nucleic acid binding (GO:0001067) | positive regulation of gene expression (GO:0010628) | transcription cis-regulatory region binding (GO:0000976) | negative regulation of transcription, DNA-templated (GO:0045892) | negative regulation of cellular macromolecule biosynthetic process (GO:2000113) | histone deacetylase binding (GO:0042826) | negative regulation of nucleic acid-templated transcription (GO:1903507)	ERBB4;RB1;FGF3;NCOR1;TP53;NSD1;DNMT3A;ATR;SF3B1;MTOR;FGF19;NKX3-1;BRCA1;EPAS1;IKZF1;AR;YAP1;ESR1	7
1	hemopoiesis (GO:0030097)	1.2615225471312192e-05	hemopoiesis (GO:0030097) | blood vessel morphogenesis (GO:0048514) | hematopoietic progenitor cell differentiation (GO:0002244) | cellular response to growth factor stimulus (GO:0071363) | vascular endothelial growth factor-activated receptor activity (GO:0005021)	TGFBR2;TP53;HGF;FLT4;PRKD1;FLT1;NF1;NOTCH2	5
1	regulation of MAPK cascade (GO:0043408)	1.5036290435027871e-05	regulation of MAPK cascade (GO:0043408)	FGFR3;EPHA7;FLT4;EPHB1;FLT1;NF1	1
1	Hepatocellular carcinoma	1.609412033344988e-05	Hepatocellular carcinoma | positive regulation of cell differentiation (GO:0045597) | regulation of epithelial to mesenchymal transition (GO:0010717) | Colorectal cancer | positive regulation of epithelial to mesenchymal transition (GO:0010718) | Non-small cell lung cancer | Chronic myeloid leukemia	RB1;TGFBR2;TP53;AXIN2;HGF;PRKD1;EPHA3;MTOR;AR;YAP1	7
1	cellular response to ionizing radiation (GO:0071479)	1.6690061852456595e-05	cellular response to ionizing radiation (GO:0071479) | cellular response to gamma radiation (GO:0071480) | response to gamma radiation (GO:0010332) | regulation of signal transduction by p53 class mediator (GO:1901796) | replicative senescence (GO:0090399) | protein-containing complex assembly (GO:0065003) | p53 signaling pathway | regulation of intracellular signal transduction (GO:1902531) | replication fork processing (GO:0031297) | DNA-dependent DNA replication maintenance of fidelity (GO:0045005) | cellular response to radiation (GO:0071478)	ATR;TP53;AXIN2;CCND2;MTOR;AMER1;CYLD;BRCA1;YAP1;BLM	11
1	ephrin receptor activity (GO:0005003)	2.058049528876112e-05	ephrin receptor activity (GO:0005003) | transmembrane-ephrin receptor activity (GO:0005005) | GPI-linked ephrin receptor activity (GO:0005004) | ephrin receptor signaling pathway (GO:0048013) | axon guidance (GO:0007411) | axonogenesis (GO:0007409)	EPHA3;EPHA7;NOTCH2;EPHB1	6
1	regulation of JNK cascade (GO:0046328)	2.16007009745578e-05	regulation of JNK cascade (GO:0046328) | negative regulation of JNK cascade (GO:0046329) | negative regulation of stress-activated MAPK cascade (GO:0032873)	NCOR1;FLT4;CYLD;FGF19;EPHB1	3
1	protein deubiquitination (GO:0016579)	2.267087639001868e-05	protein deubiquitination (GO:0016579) | protein modification by small protein removal (GO:0070646) | protein K63-linked deubiquitination (GO:0070536) | response to estrogen (GO:0043627) | negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	TP53;BABAM1;CYLD;TNFAIP3;BRCA1;AR;ESR1	5
1	negative regulation of cell population proliferation (GO:0008285)	2.707927932945747e-05	negative regulation of cell population proliferation (GO:0008285)	ERBB4;AR;B2M;TP53;AXIN2;NKX3-1;TNFAIP3;NF1	1
1	positive regulation of response to DNA damage stimulus (GO:2001022)	2.876741693911008e-05	positive regulation of response to DNA damage stimulus (GO:2001022) | mitotic G2 DNA damage checkpoint signaling (GO:0007095) | Homologous recombination | regulation of DNA repair (GO:0006282) | mitotic G2/M transition checkpoint (GO:0044818) | double-strand break repair via nonhomologous end joining (GO:0006303)	ATR;AXIN2;BABAM1;MDC1;NKX3-1;BRCA1;BLM	6
1	regulation of reactive oxygen species metabolic process (GO:2000377)	3.315920414938029e-05	regulation of reactive oxygen species metabolic process (GO:2000377) | positive regulation of reactive oxygen species metabolic process (GO:2000379) | positive regulation of cellular metabolic process (GO:0031325) | vasculogenesis (GO:0001570)	BRCA1;PDGFRB;TGFBR2;TP53	4
1	Transcriptional misregulation in cancer	3.4172116162396126e-05	Transcriptional misregulation in cancer	TGFBR2;TP53;NCOR1;CCND2;KDM6A;FLT1	1
1	positive regulation of protein-containing complex assembly (GO:0031334)	3.791070701758962e-05	positive regulation of protein-containing complex assembly (GO:0031334) | positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899) | regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045898) | nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295) | nucleotide-excision repair, preincision complex stabilization (GO:0006293) | nucleotide-excision repair, preincision complex assembly (GO:0006294) | nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296) | nucleotide-excision repair, DNA incision (GO:0033683) | damaged DNA binding (GO:0003684) | Nucleotide excision repair	ATR;TP53;ERCC5;ERCC3;ESR1	10
1	nuclear receptor binding (GO:0016922)	4.109193991960223e-05	nuclear receptor binding (GO:0016922) | thyroid hormone receptor binding (GO:0046966) | estrogen receptor binding (GO:0030331) | negative regulation of gene silencing by miRNA (GO:0060965) | negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799) | negative regulation of RNA metabolic process (GO:0051253)	NSD1;NCOR1;MED12;NKX3-1;ESR1	6
1	positive regulation of DNA metabolic process (GO:0051054)	4.928992632938316e-05	positive regulation of DNA metabolic process (GO:0051054) | positive regulation of DNA biosynthetic process (GO:2000573) | cell chemotaxis (GO:0060326) | regulation of DNA biosynthetic process (GO:2000278)	ATR;PDGFRB;HGF;BABAM1;EPHB1;BRCA1	4
1	circulatory system development (GO:0072359)	5.188935846976979e-05	circulatory system development (GO:0072359) | heart development (GO:0007507)	ERBB4;TGFBR2;FLT4;KDM6A;NF1	2
1	positive regulation of macromolecule biosynthetic process (GO:0010557)	5.804967595540082e-05	positive regulation of macromolecule biosynthetic process (GO:0010557) | positive regulation of transcription by RNA polymerase III (GO:0045945) | positive regulation of phosphoprotein phosphatase activity (GO:0032516) | regulation of transcription by RNA polymerase III (GO:0006359) | positive regulation of phosphatase activity (GO:0010922) | positive regulation of cellular biosynthetic process (GO:0031328) | positive regulation of protein dephosphorylation (GO:0035307) | regulation of phosphoprotein phosphatase activity (GO:0043666) | Type II diabetes mellitus	PDGFRB;HGF;MTOR;IRS1;AR	9
1	cellular response to lipid (GO:0071396)	7.106673372273487e-05	cellular response to lipid (GO:0071396) | cellular response to oxygen-containing compound (GO:1901701) | positive regulation of signal transduction (GO:0009967)	NKX3-1;PRKD1;EPHA3;MTOR;IRS1;TNFAIP3;AR;YAP1;ESR1	3
1	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	0.0001082906027448	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068) | regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | Focal adhesion | regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	EPHA7;PDGFRB;HGF;CCND2;FLT4;NKX3-1;FLT1	4
1	histone H3-K4 methylation (GO:0051568)	0.0001192828351365	histone H3-K4 methylation (GO:0051568) | histone H3-K4 monomethylation (GO:0097692) | histone-lysine N-methyltransferase activity (GO:0018024) | MLL3/4 complex (GO:0044666) | Lysine degradation | histone methyltransferase activity (H3-K4 specific) (GO:0042800) | histone lysine methylation (GO:0034968)	KDM6A;NSD1;KMT2C;KMT2B	7
1	regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	0.0001450611418043	regulation of intracellular estrogen receptor signaling pathway (GO:0033146) | negative regulation of organelle assembly (GO:1902116)	BRCA1;YAP1;ESR1	2
1	negative regulation of apoptotic process (GO:0043066)	0.000151812475311	negative regulation of apoptotic process (GO:0043066) | negative regulation of programmed cell death (GO:0043069) | regulation of apoptotic process (GO:0042981)	RB1;TP53;CCND2;HGF;FLT4;ERCC3;NF1;YAP1;ERCC5;NOTCH2	3
1	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	0.0001742123331726	cellular response to vascular endothelial growth factor stimulus (GO:0035924) | positive regulation of epithelial cell proliferation (GO:0050679) | vascular endothelial growth factor receptor signaling pathway (GO:0048010) | regulation of endothelial cell migration (GO:0010594) | regulation of endothelial cell proliferation (GO:0001936) | positive regulation of epithelial cell migration (GO:0010634) | positive regulation of vasculature development (GO:1904018) | positive regulation of angiogenesis (GO:0045766)	BRCA1;PRKD1;FLT4;MTOR;FLT1;NF1;YAP1;NOTCH2	8
1	protein localization to chromosome (GO:0034502)	0.0001742123331726	protein localization to chromosome (GO:0034502) | negative regulation of DNA-binding transcription factor activity (GO:0043433) | chromatin remodeling (GO:0006338)	RB1;ATR;KDM6A;CYLD;TNFAIP3;ESR1	3
1	regulation of actin cytoskeleton organization (GO:0032956)	0.0002068287922112	regulation of actin cytoskeleton organization (GO:0032956) | regulation of cytoskeleton organization (GO:0051493) | regulation of actin filament-based process (GO:0032970)	PDGFRB;EPHA3;MTOR;CYLD;NOTCH2	3
1	regulation of epithelial cell proliferation (GO:0050678)	0.0002248708278392	regulation of epithelial cell proliferation (GO:0050678) | positive regulation of osteoblast differentiation (GO:0045669) | negative regulation of epithelial cell proliferation (GO:0050680) | regulation of osteoblast differentiation (GO:0045667) | positive regulation of response to stimulus (GO:0048584)	B2M;HGF;PRKD1;NKX3-1;NF1;YAP1	5
1	DNA binding (GO:0003677)	0.0002365171298765	DNA binding (GO:0003677) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	RB1;NSD1;DNMT3A;IKZF1;TP53;PGR;KDM6A;ESR1;NKX3-1;BRCA1;EPAS1;ERCC3;AR;ERCC5;BLM	2
1	regulation of apoptotic signaling pathway (GO:2001233)	0.0002433665672717	regulation of apoptotic signaling pathway (GO:2001233) | regulation of cell cycle (GO:0051726) | regulation of intrinsic apoptotic signaling pathway (GO:2001242) | positive regulation of apoptotic signaling pathway (GO:2001235) | regulation of mitotic cell cycle (GO:0007346) | regulation of inflammatory response (GO:0050727)	TNFAIP3;RB1;TP53;CYLD;BRD4;NKX3-1;BRCA1;ERCC3;NOTCH2	6
1	Bladder cancer	0.0003054291156919	Bladder cancer | small GTPase mediated signal transduction (GO:0007264) | negative regulation of growth (GO:0045926) | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731) | Ras protein signal transduction (GO:0007265) | disordered domain specific binding (GO:0097718) | bone development (GO:0060348)	ERBB4;FGFR3;RB1;TP53;HGF;PRKD1;NF1;NOTCH2	7
1	regulation of cell death (GO:0010941)	0.0003203292178873	regulation of cell death (GO:0010941)	PRKD1;EPHB1;NKX3-1;AXIN2	1
1	endochondral ossification (GO:0001958)	0.0003576726978198	endochondral ossification (GO:0001958) | endochondral bone morphogenesis (GO:0060350)	FGFR3;INPPL1	2
1	Lys63-specific deubiquitinase activity (GO:0061578)	0.0004461689475792	Lys63-specific deubiquitinase activity (GO:0061578) | nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872) | cytoplasmic pattern recognition receptor signaling pathway (GO:0002753) | nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423) | negative regulation of intracellular signal transduction (GO:1902532) | negative regulation of type I interferon production (GO:0032480)	TNFAIP3;NF1;ESR1;CYLD	6
1	regulation of angiogenesis (GO:0045765)	0.0004809812394249	regulation of angiogenesis (GO:0045765) | negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042) | negative regulation of endothelial cell proliferation (GO:0001937) | regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	BRCA1;PRKD1;TNFAIP3;FLT1;NF1	4
1	Proteoglycans in cancer	0.0005029265459479	Proteoglycans in cancer | regulation of release of cytochrome c from mitochondria (GO:0090199)	ERBB4;TP53;HGF;MTOR;ESR1	2
1	phosphate-containing compound metabolic process (GO:0006796)	0.0005857194959893	phosphate-containing compound metabolic process (GO:0006796) | polyol metabolic process (GO:0019751)	EPHA7;INPP4B;INPPL1;PTPRD;MTOR	2
1	regulation of sister chromatid cohesion (GO:0007063)	0.0006516856966098	regulation of sister chromatid cohesion (GO:0007063)	RB1;AXIN2	1
1	positive regulation of mitotic cell cycle phase transition (GO:1901992)	0.0008505018390274	positive regulation of mitotic cell cycle phase transition (GO:1901992) | regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083) | regulation of protein serine/threonine kinase activity (GO:0071900)	BRD4;RB1;CCND2;BLM	3
1	myoblast differentiation (GO:0045445)	0.00103037610361	myoblast differentiation (GO:0045445)	EPAS1;RB1	1
1	negative regulation of fatty acid metabolic process (GO:0045922)	0.001329089897339	negative regulation of fatty acid metabolic process (GO:0045922) | negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144) | negative regulation of cellular metabolic process (GO:0031324)	BRCA1;NCOR1	3
1	vasculature development (GO:0001944)	0.001329089897339	vasculature development (GO:0001944)	FLT4;PDGFRB	1
1	negative regulation of transcription by RNA polymerase II (GO:0000122)	0.0014678783053791	negative regulation of transcription by RNA polymerase II (GO:0000122)	RB1;NSD1;NCOR1;DNMT3A;TP53;AR;YAP1;ESR1	1
1	negative regulation of fibroblast proliferation (GO:0048147)	0.0014921470517396	negative regulation of fibroblast proliferation (GO:0048147) | positive regulation of apoptotic process (GO:0043065) | regulation of fibroblast proliferation (GO:0048145)	EPHA7;TP53;NKX3-1;ERCC3;NF1	3
1	phosphatidylinositol-mediated signaling (GO:0048015)	0.001529507305314	phosphatidylinositol-mediated signaling (GO:0048015) | artery morphogenesis (GO:0048844) | phosphatidylinositol 3-kinase signaling (GO:0014065)	NF1;PDGFRB;IRS1	3
1	peptidyl-serine phosphorylation (GO:0018105)	0.0015732312737645	peptidyl-serine phosphorylation (GO:0018105) | peptidyl-serine modification (GO:0018209) | protein serine/threonine kinase activity (GO:0004674)	TGFBR2;ATR;PRKD1;MTOR;BRD4	3
1	fibroblast growth factor receptor signaling pathway (GO:0008543)	0.0017906703303783	fibroblast growth factor receptor signaling pathway (GO:0008543) | fibroblast growth factor receptor binding (GO:0005104) | growth factor activity (GO:0008083) | cellular response to fibroblast growth factor stimulus (GO:0044344) | regulation of cell motility (GO:2000145)	ERBB4;FGFR3;FGF3;HGF;FGF19	5
1	Hippo signaling pathway	0.0018473081094902	Hippo signaling pathway | FoxO signaling pathway	TGFBR2;AXIN2;CCND2;IRS1;YAP1	2
1	negative regulation of apoptotic signaling pathway (GO:2001234)	0.0020037348028014	negative regulation of apoptotic signaling pathway (GO:2001234)	AR;RB1;HGF	1
1	histone acetyltransferase binding (GO:0035035)	0.0020354236173618	histone acetyltransferase binding (GO:0035035)	EPAS1;TP53	1
1	negative regulation of cellular component organization (GO:0051129)	0.002154176475154	negative regulation of cellular component organization (GO:0051129) | negative regulation of endocytosis (GO:0045806) | positive regulation of cell projection organization (GO:0031346)	PRKD1;EPHA3;PTPRD;AR	3
1	ErbB signaling pathway	0.0025604640021543	ErbB signaling pathway | Growth hormone synthesis, secretion and action	ERBB4;MTOR;IRS1;MAP2K4	2
1	regulation of keratinocyte proliferation (GO:0010837)	0.0026586525729606	regulation of keratinocyte proliferation (GO:0010837)	PRKD1;NOTCH2	1
1	positive regulation of neuron apoptotic process (GO:0043525)	0.0026586525729606	positive regulation of neuron apoptotic process (GO:0043525) | positive regulation of neuron death (GO:1901216)	EPHA7;NF1	2
1	positive regulation of vascular endothelial growth factor production (GO:0010575)	0.0028838973905792	positive regulation of vascular endothelial growth factor production (GO:0010575) | regulation of vascular endothelial growth factor production (GO:0010574)	FLT4;BRCA1	2
1	nervous system development (GO:0007399)	0.0030258462480254	nervous system development (GO:0007399)	ERBB4;FGF19;EPHB1;NF1;YAP1;NOTCH2	1
1	cellular response to drug (GO:0035690)	0.0031177992266426	cellular response to drug (GO:0035690) | positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	TP53;NKX3-1	2
1	positive regulation of glucose import (GO:0046326)	0.0031177992266426	positive regulation of glucose import (GO:0046326) | positive regulation of glucose transmembrane transport (GO:0010828) | regulation of glucose import (GO:0046324)	FGF19;IRS1	3
1	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.0032042102497276	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	EPHA7;HGF;TP53	1
1	regulation of transcription regulatory region DNA binding (GO:2000677)	0.0033603021350931	regulation of transcription regulatory region DNA binding (GO:2000677)	RB1;NSD1	1
1	kinase binding (GO:0019900)	0.0035206815403708	kinase binding (GO:0019900) | protein kinase binding (GO:0019901)	RB1;TP53;PDGFRB;CCND2;IRS1;CYLD;ESR1	2
1	positive regulation of synapse assembly (GO:0051965)	0.003611350428169	positive regulation of synapse assembly (GO:0051965) | positive regulation of nervous system development (GO:0051962) | regulation of synapse assembly (GO:0051963)	PTPRD;EPHB1	3
1	Longevity regulating pathway	0.0042828592511413	Longevity regulating pathway | Insulin signaling pathway	INPPL1;TP53;MTOR;IRS1	2
1	zinc ion binding (GO:0008270)	0.0044055622571753	zinc ion binding (GO:0008270)	NSD1;TP53;KMT2B;CYLD;BLM	1
1	RNA polymerase II complex binding (GO:0000993)	0.0046998927307036	RNA polymerase II complex binding (GO:0000993)	BRD4;ERCC5	1
1	SH2 domain binding (GO:0042169)	0.0046998927307036	SH2 domain binding (GO:0042169)	INPPL1;IRS1	1
1	basal RNA polymerase II transcription machinery binding (GO:0001099)	0.0049928416504491	basal RNA polymerase II transcription machinery binding (GO:0001099)	AR;ERCC5	1
1	regulation of protein ubiquitination (GO:0031396)	0.005154275386573	regulation of protein ubiquitination (GO:0031396) | regulation of Wnt signaling pathway (GO:0030111)	BRCA1;AMER1;ESR1;TNFAIP3	2
1	phosphatidylinositol metabolic process (GO:0046488)	0.0055580328895829	phosphatidylinositol metabolic process (GO:0046488)	INPP4B;INPPL1;PDGFRB	1
1	negative regulation of neurogenesis (GO:0050768)	0.0056033355531223	negative regulation of neurogenesis (GO:0050768)	NF1;B2M	1
1	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	0.0057585105139895	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122) | negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	PRKD1;BRD4;ESR1;TNFAIP3	2
1	regulation of androgen receptor signaling pathway (GO:0060765)	0.0059207729878119	regulation of androgen receptor signaling pathway (GO:0060765)	AR;NCOR1	1
1	regulation of microtubule-based process (GO:0032886)	0.0059207729878119	regulation of microtubule-based process (GO:0032886) | regulation of microtubule cytoskeleton organization (GO:0070507)	EPHA3;CYLD	2
1	positive regulation of mitotic nuclear division (GO:0045840)	0.0059207729878119	positive regulation of mitotic nuclear division (GO:0045840)	PDGFRB;RB1	1
1	negative regulation of epithelial cell apoptotic process (GO:1904036)	0.006246266132288	negative regulation of epithelial cell apoptotic process (GO:1904036)	YAP1;TNFAIP3	1
1	apoptotic process (GO:0006915)	0.0064109847878799	apoptotic process (GO:0006915)	ERCC3;MTOR;TGFBR2;NOTCH2	1
1	odontogenesis (GO:0042476)	0.006921207203408	odontogenesis (GO:0042476)	ANKRD11;AXIN2	1
1	regulation of anatomical structure morphogenesis (GO:0022603)	0.0071985438339436	regulation of anatomical structure morphogenesis (GO:0022603)	FLT4;NF1;TNFAIP3	1
