Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
0	GO	GO: Regulation of protein serine/threonine kinase activity	3	0.000814408595144	5	5.81	86	regulation of MAP kinase activity (GO:0043405) | regulation of protein kinase C activity (GO:1900019) | regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	EGFR;LATS2;MST1R;SH2B3;VEGFA
0	GO	GO: Regulation of lymphocyte apoptotic process	3	0.0009801323593554	3	3.49	86	regulation of T cell apoptotic process (GO:0070232) | positive regulation of lymphocyte apoptotic process (GO:0070230) | negative regulation of lymphocyte apoptotic process (GO:0070229)	FOXP1;JAK3;PDCD1
0	GO	GO: Response to lipid	3	0.0009801323593554	7	8.14	86	response to sterol (GO:0036314) | response to retinoic acid (GO:0032526) | response to lipopolysaccharide (GO:0032496)	ASXL1;CTR9;FOXP1;RHOA;SMAD2;SOX9;TGFBR2
0	GO	GO: Response to cytokine	3	0.001100629606302	8	9.3	86	cellular response to cytokine stimulus (GO:0071345) | response to chemokine (GO:1990868) | response to interleukin-4 (GO:0070670)	CSF3R;JAK3;RHOA;SH2B3;SMAD3;SOX9;TP53;VEGFA
0	GO	GO: Kinase regulator activity	3	0.0021088085432045	4	4.65	86	1-phosphatidylinositol-3-kinase regulator activity (GO:0046935) | phosphatidylinositol 3-kinase regulator activity (GO:0035014) | kinase activator activity (GO:0019209)	DAXX;PIK3R2;PIK3R3;RPTOR
0	GO	GO: Heart valve morphogenesis	3	0.002383321563268	4	4.65	86	pulmonary valve morphogenesis (GO:0003184) | atrioventricular valve morphogenesis (GO:0003181) | aortic valve morphogenesis (GO:0003180)	NOTCH1;NOTCH2;SOX9;TGFBR2
0	GO	GO: Dna secondary structure binding	3	0.002383321563268	3	3.49	86	four-way junction DNA binding (GO:0000400) | minor groove of adenine-thymine-rich DNA binding (GO:0003680) | bubble DNA binding (GO:0000405)	ABL1;KMT2A;MSH6
0	GO	GO: Cardiac septum morphogenesis	3	0.0051413941977667	4	4.65	86	outflow tract septum morphogenesis (GO:0003148) | ventricular septum morphogenesis (GO:0060412) | atrial septum morphogenesis (GO:0060413)	FGFR2;NOTCH1;NOTCH2;TGFBR2
0	GO	GO: Regulation of developmental growth	3	0.0083365743439399	3	3.49	86	negative regulation of developmental growth (GO:0048640) | regulation of axon extension (GO:0030516) | regulation of collateral sprouting (GO:0048670)	ABL1;PTCH1;PTPRS
0	GO	GO: Positive regulation of signal transduction	3	0.0083365743439399	7	8.14	86	positive regulation of receptor signaling pathway via STAT (GO:1904894) | positive regulation of apoptotic signaling pathway (GO:2001235) | positive regulation of Wnt signaling pathway (GO:0030177)	AXIN2;EGFR;FGFR2;IL7R;NOTCH1;TP53;TRAF7
0	GO	GO: Regulation of cell adhesion	3	0.0147213489193764	4	4.65	86	regulation of cell-substrate adhesion (GO:0010810) | negative regulation of cell adhesion (GO:0007162) | positive regulation of cell adhesion (GO:0045785)	NOTCH1;RHOA;VEGFA;ZFHX3
0	GO	GO: Nucleic acid binding	2	1.6737724980973152e-10	23	26.74	86	DNA binding (GO:0003677) | transcription regulatory region nucleic acid binding (GO:0001067)	ABL1;ARID1A;BCOR;BRIP1;CTCF;EGFR;ERG;FUBP1;GLI1;HNF1A;MLH1;MSH3;MSH6;NCOR1;PMS2;POLD1;SMAD2;SMAD3;SOX17;SOX9;TCF3;TCF7L2;TP53
0	GO	GO: Positive regulation of dna-templated transcription	2	1.7406433265792386e-10	22	25.58	86	positive regulation of transcription by RNA polymerase II (GO:0045944) | positive regulation of transcription by RNA polymerase III (GO:0045945)	ABL1;ASXL1;DOT1L;EGFR;ERG;FGFR2;GLI1;HNF1A;KMT2A;NOTCH1;PIK3R2;RPS6KA4;RPTOR;SMAD2;SMAD3;SOX17;SOX9;TCF3;TCF7L2;TP53;VEGFA;ZFHX3
0	GO	GO: Regulation of transcription by rna polymerase ii	2	5.692266216183725e-10	19	22.09	86	negative regulation of transcription by RNA polymerase II (GO:0000122) | regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	BCOR;CTCF;CTR9;DICER1;FGFR2;FOXP1;HNF1A;NCOR1;NOTCH1;PTCH1;SMAD2;SMAD3;SOX9;SPEN;TCF3;TCF7L2;TP53;VEGFA;ZFHX3
0	GO	GO: Chromosome organization	2	4.7472932460410915e-09	6	6.98	86	maintenance of DNA repeat elements (GO:0043570) | telomere organization (GO:0032200)	AXIN2;DOT1L;MSH3;MSH6;POLD1;TCF7L2
0	GO	GO: Regulation of phosphorylation	2	1.13211489077388e-08	11	12.79	86	positive regulation of phosphorylation (GO:0042327) | regulation of protein phosphorylation (GO:0001932)	ABL1;AXIN2;DAXX;EGFR;EPHB1;FGFR2;FLT4;MST1R;PIK3R3;SOX9;VEGFA
0	GO	GO: Positive regulation of multicellular organismal process	2	2.4534653716577085e-08	9	10.47	86	positive regulation of epithelial to mesenchymal transition (GO:0010718) | positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)	AXIN2;NOTCH1;SMAD2;SMAD3;SMO;SOX9;TCF7L2;TGFBR2;VEGFA
0	GO	GO: Positive regulation of biological process	2	6.263761033159735e-08	15	17.44	86	positive regulation of cellular process (GO:0048522) | positive regulation of growth (GO:0045927)	AXIN2;DICER1;DOT1L;EGFR;FGFR2;FLT4;GLI1;IL7R;MST1R;NOTCH1;RPTOR;SOX9;TGFBR2;VEGFA;ZFHX3
0	GO	GO: Response to alcohol	2	1.1755402884952672e-06	4	4.65	86	response to cholesterol (GO:0070723) | cellular response to alcohol (GO:0097306)	PTCH1;SMAD2;SMO;TGFBR2
