Cluster_ID	Meta_Term	Best_P-value	Aggregated_Terms	All_Genes	N_Terms_Merged
1	Estrogen signaling pathway	0.0088578555943113	Estrogen signaling pathway	NRAS;PIK3CA;NCOA3	1
1	regulation of DNA metabolic process (GO:0051052)	0.0089646964256433	regulation of DNA metabolic process (GO:0051052)	NBN;MYC	1
1	positive regulation of response to stimulus (GO:0048584)	0.0089646964256433	positive regulation of response to stimulus (GO:0048584)	CDKN2A;MYC	1
1	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	0.0097315527192392	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	CD274;TNFAIP3	1
2	Pathways in cancer	4.079903204117431e-21	Pathways in cancer | Colorectal cancer | regulation of cell population proliferation (GO:0042127) | Gastric cancer | PI3K-Akt signaling pathway | Breast cancer	EGFR;DOT1L;TCF7L2;VEGFA;CTCF;FLT4;MSH3;GLI1;SOX9;MSH6;MAPK3;MLH1;RHOA;PIK3R3;CSF3R;IRS1;MST1R;SMAD4;TGFBR2;AXIN2;JAK3;BAP1;FGFR2;TSC2;IL7R;ERBB2;JAK2;NOTCH1;NOTCH2;RPTOR;TERT;MAP2K1;TP53;NTRK3;ABL1;SH2B3;PTCH1	6
2	positive regulation of phosphorylation (GO:0042327)	1.9192520036466466e-15	positive regulation of phosphorylation (GO:0042327) | protein tyrosine kinase activity (GO:0004713) | transmembrane receptor protein kinase activity (GO:0019199) | enzyme linked receptor protein signaling pathway (GO:0007167) | transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | transmembrane receptor protein tyrosine kinase activity (GO:0004714) | positive regulation of protein phosphorylation (GO:0001934) | positive regulation of kinase activity (GO:0033674) | regulation of kinase activity (GO:0043549) | positive regulation of transferase activity (GO:0051347) | regulation of protein phosphorylation (GO:0001932) | positive regulation of protein modification process (GO:0031401) | regulation of MAPK cascade (GO:0043408)	EGFR;VEGFA;FLT4;SOX9;MAPK3;DAXX;RHOA;PIK3R3;IRS1;EPHB1;MST1R;EPHA7;SMAD4;TGFBR2;AXIN2;JAK3;FGFR2;TSC2;ERBB2;JAK2;RPS6KA4;BCL10;RPTOR;NTRK3;TP53;MAP2K1;TRAF7;ABL1;EPHA5;YES1	13
2	nucleus (GO:0005634)	1.1906352896787724e-14	nucleus (GO:0005634) | positive regulation of transcription, DNA-templated (GO:0045893) | intracellular membrane-bounded organelle (GO:0043231) | regulation of transcription by RNA polymerase II (GO:0006357) | regulation of transcription, DNA-templated (GO:0006355)	FOXP1;EGFR;ASXL1;LATS2;CTCF;DOT1L;TCF7L2;VEGFA;MSH3;GLI1;KDM6A;SOX17;SOX9;DROSHA;MSH6;MAPK3;SMARCA4;RPTOR;MLH1;KMT2A;ZFHX3;DAXX;RHOA;IRS1;CTR9;CHEK2;FANCA;SMAD4;AXIN2;RECQL;CDK12;SETDB1;BAP1;MGA;ERG;TSC2;FGFR2;ANKRD11;ERBB2;POLD1;JAK2;RPS6KA4;NOTCH2;NOTCH1;HNF1A;BCL10;ARID1A;BRIP1;MAP2K1;TP53;TERT;PMS2;ABL1;RBM10;CDK8;FUBP1;BCOR;TRAF7;KMT2B;BARD1;SPEN;MDC1;PTCH1	5
2	DNA repair (GO:0006281)	4.496341420586458e-13	DNA repair (GO:0006281) | cellular response to DNA damage stimulus (GO:0006974) | DNA metabolic process (GO:0006259) | double-strand break repair (GO:0006302)	FOXP1;DOT1L;TCF7L2;MSH3;MSH6;CTLA4;MAPK3;MLH1;PALB2;SLX4;CHEK2;FANCA;AXIN2;RECQL;BAP1;POLD1;BRIP1;PMS2;TERT;TP53;ABL1;BARD1;MDC1	4
2	Endometrial cancer	5.465811304456258e-12	Endometrial cancer | Hepatocellular carcinoma | Human papillomavirus infection | Central carbon metabolism in cancer | Pancreatic cancer | Prostate cancer | Bladder cancer | Proteoglycans in cancer | Non-small cell lung cancer | positive regulation of gene expression (GO:0010628) | ErbB signaling pathway | Focal adhesion | HIF-1 signaling pathway | Melanoma | Thyroid cancer | Glioma | Cushing syndrome | Choline metabolism in cancer | Sphingolipid signaling pathway | Acute myeloid leukemia | Apoptosis | Hepatitis C | Estrogen signaling pathway	EGFR;TCF7L2;VEGFA;CTCF;HLA-C;FLT4;IDH1;SOX9;DROSHA;HLA-B;MAPK3;SMARCA4;MLH1;KMT2A;DAXX;RHOA;PIK3R3;SMAD4;TGFBR2;AXIN2;JAK3;ERG;TSC2;FGFR2;ERBB2;NOTCH1;NOTCH2;TERT;ARID1A;MAP2K1;TP53;NTRK3;FUBP1;ABL1;HLA-A;PTCH1	23
2	protein phosphorylation (GO:0006468)	1.0011068162393212e-11	protein phosphorylation (GO:0006468) | phosphorylation (GO:0016310) | peptidyl-tyrosine phosphorylation (GO:0018108) | protein autophosphorylation (GO:0046777) | MAPK signaling pathway | cellular protein modification process (GO:0006464) | protein serine/threonine kinase activity (GO:0004674)	MAP3K1;EGFR;LATS2;VEGFA;FLT4;PTPRS;MAPK3;DAXX;EPHB1;CHEK2;EPHA7;TGFBR2;CDK12;JAK3;BAP1;ERG;FGFR2;ERBB2;JAK2;RPS6KA4;CDK8;MAP2K1;TP53;ABL1;YES1	7
2	positive regulation of transcription by RNA polymerase II (GO:0045944)	1.400168711396847e-11	positive regulation of transcription by RNA polymerase II (GO:0045944)	EGFR;ASXL1;DOT1L;TCF7L2;VEGFA;GLI1;SOX17;SOX9;MAPK3;SMARCA4;KMT2A;ZFHX3;SMAD4;CDK12;ERG;FGFR2;RPS6KA4;NOTCH1;HNF1A;CDK8;TERT;TP53;ABL1	1
2	Human T-cell leukemia virus 1 infection	2.3725153609671563e-11	Human T-cell leukemia virus 1 infection | Cellular senescence | Kaposi sarcoma-associated herpesvirus infection | Chronic myeloid leukemia | Hepatitis B | Viral carcinogenesis | Natural killer cell mediated cytotoxicity | Epstein-Barr virus infection | Human immunodeficiency virus 1 infection	MAP3K1;TCF7L2;VEGFA;HLA-C;HLA-B;MAPK3;TAP2;RHOA;PIK3R3;CHEK2;SMAD4;TGFBR2;JAK3;TSC2;JAK2;TERT;MAP2K1;TP53;ABL1;HLA-A	9
2	positive regulation of cell population proliferation (GO:0008284)	4.85283797055049e-11	positive regulation of cell population proliferation (GO:0008284) | positive regulation of cellular process (GO:0048522) | positive regulation of intracellular signal transduction (GO:1902533) | cellular response to growth factor stimulus (GO:0071363)	FOXP1;EGFR;DOT1L;TCF7L2;VEGFA;FLT4;GLI1;SOX9;ZFHX3;RHOA;IRS1;MST1R;SMAD4;TGFBR2;AXIN2;FGFR2;IL7R;ERBB2;NOTCH1;JAK2;RPTOR;TERT;BCL10;NTRK3;TP53;TRAF7	4
2	regulation of ERK1 and ERK2 cascade (GO:0070372)	6.718138166698509e-11	regulation of ERK1 and ERK2 cascade (GO:0070372) | positive regulation of MAPK cascade (GO:0043410) | positive regulation of ERK1 and ERK2 cascade (GO:0070374) | axonogenesis (GO:0007409)	EPHA7;SMAD4;MAP2K1;NTRK3;EGFR;TRAF7;VEGFA;MST1R;EPHA5;FLT4;FGFR2;EPHB1;ERBB2;NOTCH1;MAPK3;NOTCH2	4
2	DNA binding (GO:0003677)	8.529517981731763e-11	DNA binding (GO:0003677)	EGFR;TCF7L2;CTCF;MSH3;GLI1;SOX9;MSH6;SMARCA4;MLH1;PALB2;SMAD4;ERG;POLD1;BRIP1;HNF1A;PMS2;ARID1A;TERT;TP53;FUBP1;ABL1	1
2	MicroRNAs in cancer	1.4665528572178914e-10	MicroRNAs in cancer | Neurotrophin signaling pathway | positive regulation of protein serine/threonine kinase activity (GO:0071902) | Ras signaling pathway | Thyroid hormone signaling pathway | mTOR signaling pathway | Chemical carcinogenesis | Shigellosis	MAP3K1;FOXP1;EGFR;VEGFA;FLT4;MAPK3;RHOA;PIK3R3;IRS1;MST1R;FGFR2;TSC2;ERBB2;NOTCH1;JAK2;NOTCH2;RPTOR;BCL10;MAP2K1;TP53;NTRK3;ABL1;SH2B3	8
2	positive regulation of nucleic acid-templated transcription (GO:1903508)	1.5564304106620935e-10	positive regulation of nucleic acid-templated transcription (GO:1903508)	HNF1A;BCL10;SMAD4;ARID1A;MAP2K1;EGFR;SMARCA4;CHEK2;CTCF;KMT2A;TP53;ZFHX3;KMT2B;GLI1;SOX17;SOX9;NOTCH1	1
2	Human cytomegalovirus infection	5.034970188358777e-10	Human cytomegalovirus infection | Rap1 signaling pathway | Phospholipase D signaling pathway | early endosome (GO:0005769) | Herpes simplex virus 1 infection	TAP2;MAP2K1;TP53;EGFR;VEGFA;HLA-C;HLA-A;FLT4;DAXX;RHOA;TSC2;PIK3R3;FGFR2;EPHB1;HLA-B;JAK2;MAPK3	5
2	Signaling pathways regulating pluripotency of stem cells	1.112059667776225e-09	Signaling pathways regulating pluripotency of stem cells | Chemokine signaling pathway | Prolactin signaling pathway | Cholinergic synapse | Influenza A	SMAD4;MAP2K1;AXIN2;ZFHX3;JAK3;SETDB1;RHOA;PIK3R3;FGFR2;JAK2;MAPK3	5
2	Adherens junction	1.233663488727776e-09	Adherens junction | TGF-beta signaling pathway | transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	SMAD4;TGFBR2;EGFR;TCF7L2;YES1;RHOA;ERBB2;MAPK3	3
2	regulation of gene expression (GO:0010468)	2.54394981276247e-09	regulation of gene expression (GO:0010468) | positive regulation of macromolecule metabolic process (GO:0010604) | regulation of nucleic acid-templated transcription (GO:1903506) | regulation of cellular macromolecule biosynthetic process (GO:2000112)	FOXP1;CTCF;VEGFA;KDM6A;SOX17;SOX9;MAPK3;ZFHX3;DAXX;PIK3R3;CHEK2;SETDB1;RPS6KA4;NOTCH1;NOTCH2;CTR9;TERT;MAP2K1;NTRK3;TP53;FUBP1;ABL1	4
2	mismatch repair (GO:0006298)	3.502362189862104e-09	mismatch repair (GO:0006298) | Mismatch repair | somatic hypermutation of immunoglobulin genes (GO:0016446) | positive regulation of catalytic activity (GO:0043085) | single-stranded DNA binding (GO:0003697)	PMS2;FUBP1;ABL1;MLH1;MSH6;MSH3;POLD1;MAPK3	5
2	maintenance of DNA repeat elements (GO:0043570)	6.243469644303538e-09	maintenance of DNA repeat elements (GO:0043570) | chromosome organization (GO:0051276) | regulation of helicase activity (GO:0051095) | meiotic mismatch repair (GO:0000710) | mismatched DNA binding (GO:0030983) | somatic recombination of immunoglobulin gene segments (GO:0016447) | positive regulation of helicase activity (GO:0051096) | oxidized DNA binding (GO:0032356) | negative regulation of DNA metabolic process (GO:0051053) | oxidized purine DNA binding (GO:0032357) | regulation of DNA recombination (GO:0000018) | negative regulation of DNA recombination (GO:0045910)	SMARCA4;TP53;AXIN2;DOT1L;TCF7L2;ABL1;KMT2A;MSH3;DAXX;IL7R;MSH6	12
2	circulatory system development (GO:0072359)	6.552377368806875e-09	circulatory system development (GO:0072359) | heart development (GO:0007507)	BCOR;NTRK3;TGFBR2;VEGFA;FLT4;KDM6A;TSC2;SOX17;SOX9;NOTCH1	2
2	peptidyl-tyrosine modification (GO:0018212)	6.670907476774296e-09	peptidyl-tyrosine modification (GO:0018212) | phosphatase binding (GO:0019902) | MAPK cascade (GO:0000165) | protein phosphatase binding (GO:0019903)	EGFR;TP53;MAP2K1;ABL1;JAK3;FLT4;FGFR2;TSC2;IRS1;SOX9;ERBB2;JAK2;MAPK3	4
2	cytokine-mediated signaling pathway (GO:0019221)	2.1766284122514123e-08	cytokine-mediated signaling pathway (GO:0019221)	CTR9;SMARCA4;SMAD4;TP53;JAK2;VEGFA;HLA-C;HLA-A;JAK3;SH2B3;IRS1;IL7R;CSF3R;HLA-B;RPS6KA4;MAPK3	1
2	positive regulation of signal transduction (GO:0009967)	2.2339920393271284e-08	positive regulation of signal transduction (GO:0009967)	SMARCA4;TERT;NTRK3;ASXL1;TRAF7;JAK2;GLI1;FGFR2;IRS1;IL7R;NOTCH1	1
2	positive regulation of epithelial cell proliferation (GO:0050679)	9.831755493909233e-08	positive regulation of epithelial cell proliferation (GO:0050679) | regulation of epithelial cell proliferation (GO:0050678) | Calcium signaling pathway | positive regulation of protein kinase B signaling (GO:0051897) | negative regulation of apoptotic process (GO:0043066) | negative regulation of programmed cell death (GO:0043069)	CYSLTR2;EGFR;NTRK3;TP53;TCF7L2;VEGFA;BARD1;FLT4;FGFR2;SOX9;IRS1;ERBB2;MAPK3;NOTCH1;MST1R;NOTCH2	6
2	regulation of cell cycle (GO:0051726)	1.1505620634000402e-07	regulation of cell cycle (GO:0051726) | negative regulation of cell population proliferation (GO:0008285)	MAP2K1;TP53;AXIN2;JAK2;TCF7L2;ABL1;CTCF;BARD1;BAP1;SH2B3;TSC2;FGFR2;SOX9;NOTCH1;NOTCH2	2
2	FoxO signaling pathway	1.6027137171718146e-07	FoxO signaling pathway | PD-L1 expression and PD-1 checkpoint pathway in cancer | AGE-RAGE signaling pathway in diabetic complications | Growth hormone synthesis, secretion and action | Relaxin signaling pathway | Autophagy | Insulin signaling pathway | Regulation of actin cytoskeleton | Osteoclast differentiation	MAP3K1;RPTOR;SMAD4;TGFBR2;MAP2K1;EGFR;VEGFA;PDCD1;RHOA;PIK3R3;TSC2;IRS1;IL7R;FGFR2;JAK2;MAPK3	9
2	Fanconi anemia pathway	1.736598393066045e-07	Fanconi anemia pathway	PMS2;FANCA;BRIP1;MLH1;PALB2;SLX4	1
2	hemopoiesis (GO:0030097)	2.556013326303963e-07	hemopoiesis (GO:0030097) | embryonic organ development (GO:0048568) | embryonic hemopoiesis (GO:0035162)	TGFBR2;TP53;KMT2A;SH2B3;FLT4;FGFR2;SOX17;NOTCH2	3
2	regulation of receptor signaling pathway via STAT (GO:1904892)	2.903696419021994e-07	regulation of receptor signaling pathway via STAT (GO:1904892) | regulation of receptor signaling pathway via JAK-STAT (GO:0046425) | receptor signaling pathway via JAK-STAT (GO:0007259) | tyrosine phosphorylation of STAT protein (GO:0007260) | Primary immunodeficiency | growth hormone receptor signaling pathway via JAK-STAT (GO:0060397) | growth hormone receptor signaling pathway (GO:0060396)	CTR9;TAP2;DOT1L;JAK2;JAK3;SH2B3;IL7R;NOTCH1	7
2	histone lysine methylation (GO:0034968)	4.620633588139608e-07	histone lysine methylation (GO:0034968) | histone H3-K4 methylation (GO:0051568) | histone-lysine N-methyltransferase activity (GO:0018024) | Lysine degradation | histone H3-K4 dimethylation (GO:0044648) | histone H3-K4 monomethylation (GO:0097692) | unmethylated CpG binding (GO:0045322) | histone methyltransferase activity (H3-K4 specific) (GO:0042800) | peptidyl-lysine dimethylation (GO:0018027) | histone methyltransferase activity (GO:0042054)	CTR9;DOT1L;KMT2A;SETDB1;KMT2B;KDM6A	10
2	regulation of protein kinase B signaling (GO:0051896)	4.735959252810507e-07	regulation of protein kinase B signaling (GO:0051896)	NTRK3;EGFR;TCF7L2;SH2B3;TSC2;FGFR2;IRS1;ERBB2;MST1R	1
2	negative regulation of transcription by RNA polymerase II (GO:0000122)	5.004404502701482e-07	negative regulation of transcription by RNA polymerase II (GO:0000122) | negative regulation of transcription, DNA-templated (GO:0045892) | negative regulation of nucleic acid-templated transcription (GO:1903507) | negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	CTR9;SMARCA4;SMAD4;FOXP1;BCOR;TP53;TCF7L2;CTCF;VEGFA;ZFHX3;BAP1;SPEN;DAXX;FGFR2;SOX9;PTCH1;NOTCH1	4
2	T cell receptor signaling pathway	5.110986276928393e-07	T cell receptor signaling pathway | cAMP signaling pathway | B cell receptor signaling pathway | C-type lectin receptor signaling pathway | GnRH secretion | Yersinia infection | Fc epsilon RI signaling pathway	BCL10;MAP2K1;PDCD1;RHOA;GLI1;PIK3R3;SOX9;PTCH1;CTLA4;MAPK3	7
2	protein kinase binding (GO:0019901)	5.38523919943547e-07	protein kinase binding (GO:0019901) | kinase binding (GO:0019900)	MAP3K1;BCL10;RPTOR;CHEK2;EGFR;TP53;TCF7L2;ABL1;SH2B3;BARD1;DAXX;RHOA;IRS1;SOX9;JAK2	2
2	cardiac endothelial cell differentiation (GO:0003348)	9.35627415155112e-07	cardiac endothelial cell differentiation (GO:0003348) | endocardial cell differentiation (GO:0060956) | vasculogenesis (GO:0001570) | negative regulation of growth (GO:0045926) | cardiac left ventricle morphogenesis (GO:0003214) | atrioventricular valve morphogenesis (GO:0003181) | heart morphogenesis (GO:0003007) | positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522) | ventricular septum morphogenesis (GO:0060412) | atrioventricular valve formation (GO:0003190) | ventricular cardiac muscle tissue morphogenesis (GO:0055010) | negative regulation of muscle hypertrophy (GO:0014741) | ventricular septum development (GO:0003281) | heart looping (GO:0001947) | determination of heart left/right asymmetry (GO:0061371) | embryonic heart tube morphogenesis (GO:0003143) | negative regulation of cardiac muscle hypertrophy (GO:0010614) | cardiac muscle tissue development (GO:0048738) | regulation of cardiac muscle hypertrophy (GO:0010611) | positive regulation of BMP signaling pathway (GO:0030513) | positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	SMARCA4;SMAD4;TGFBR2;TP53;JAK2;VEGFA;FGFR2;SOX17;SOX9;NOTCH1;NOTCH2	21
2	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1.2210273399935593e-06	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798) | positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800) | replicative senescence (GO:0090399) | positive regulation of gene silencing by miRNA (GO:2000637) | positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895) | positive regulation of RNA metabolic process (GO:0051254) | cellular response to decreased oxygen levels (GO:0036294) | Gap junction	CHEK2;SMARCA4;TERT;EGFR;MAP2K1;TP53;VEGFA;MAPK3	8
2	positive regulation of epithelial to mesenchymal transition (GO:0010718)	1.3722350058394897e-06	positive regulation of epithelial to mesenchymal transition (GO:0010718) | positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043) | Hippo signaling pathway | atrioventricular valve development (GO:0003171) | secondary palate development (GO:0062009) | regulation of epithelial to mesenchymal transition (GO:0010717)	SMAD4;TGFBR2;AXIN2;LATS2;TCF7L2;NOTCH1	6
2	cellular response to interleukin-7 (GO:0098761)	1.5412020643258697e-06	cellular response to interleukin-7 (GO:0098761) | interleukin-7-mediated signaling pathway (GO:0038111)	SMARCA4;JAK3;IRS1;IL7R	2
2	regulation of histone H3-K4 methylation (GO:0051569)	1.5412020643258697e-06	regulation of histone H3-K4 methylation (GO:0051569) | positive regulation of histone H3-K4 methylation (GO:0051571) | interleukin-6-mediated signaling pathway (GO:0070102) | positive regulation of histone methylation (GO:0031062) | cellular response to interleukin-6 (GO:0071354) | regulation of histone H3-K9 acetylation (GO:2000615) | histone H3-K4 trimethylation (GO:0080182) | regulation of myeloid cell differentiation (GO:0045637) | histone monoubiquitination (GO:0010390) | peptidyl-lysine trimethylation (GO:0018023)	CTR9;SMAD4;BCOR;KMT2A;KMT2B;JAK2	10
2	MHC class I protein complex (GO:0042612)	1.865027322241255e-06	MHC class I protein complex (GO:0042612) | antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484) | antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486) | antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480) | endocytic vesicle membrane (GO:0030666) | antigen processing and presentation of peptide antigen via MHC class I (GO:0002474) | phagocytic vesicle membrane (GO:0030670) | early endosome membrane (GO:0031901) | MHC protein complex (GO:0042611) | Autoimmune thyroid disease | Endocytosis | Viral myocarditis | interferon-gamma-mediated signaling pathway (GO:0060333) | lumenal side of endoplasmic reticulum membrane (GO:0098553) | integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556) | protection from natural killer cell mediated cytotoxicity (GO:0042270) | antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479) | Antigen processing and presentation | antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590) | Cell adhesion molecules | Allograft rejection | Graft-versus-host disease | Type I diabetes mellitus | phagocytic vesicle (GO:0045335) | regulation of immune response (GO:0050776) | detection of bacterium (GO:0016045) | ER to Golgi transport vesicle membrane (GO:0012507) | coated vesicle membrane (GO:0030662) | cellular response to interferon-gamma (GO:0071346) | negative regulation of natural killer cell mediated cytotoxicity (GO:0045953) | recycling endosome membrane (GO:0055038) | transport vesicle membrane (GO:0030658) | cellular response to type I interferon (GO:0071357) | type I interferon signaling pathway (GO:0060337) | endosome membrane (GO:0010008) | integral component of endoplasmic reticulum membrane (GO:0030176) | Phagosome | COPII-coated ER to Golgi transport vesicle (GO:0030134) | positive regulation of T cell mediated cytotoxicity (GO:0001916) | regulation of T cell mediated cytotoxicity (GO:0001914)	TAP2;TGFBR2;EGFR;FOXP1;ERBB2;JAK2;ABL1;HLA-C;HLA-A;PDCD1;RHOA;FGFR2;IL7R;PTCH1;CTLA4;HLA-B;EPHB1	40
2	Axon guidance	1.955910460655754e-06	Axon guidance | ephrin receptor signaling pathway (GO:0048013) | regulation of cytoskeleton organization (GO:0051493)	EPHA7;ABL1;EPHA5;RHOA;YES1;PIK3R3;EPHB1;PTCH1;MAPK3	3
2	negative regulation of Wnt signaling pathway (GO:0030178)	2.80330368710319e-06	negative regulation of Wnt signaling pathway (GO:0030178) | regulation of canonical Wnt signaling pathway (GO:0060828) | negative regulation of canonical Wnt signaling pathway (GO:0090090)	RNF43;EGFR;AXIN2;LATS2;TCF7L2;GLI1;TSC2;FGFR2;SOX17;SOX9	3
2	regulation of cellular component movement (GO:0051270)	3.320217744689286e-06	regulation of cellular component movement (GO:0051270) | positive regulation of MAP kinase activity (GO:0043406) | regulation of nitric oxide mediated signal transduction (GO:0010749) | regulation of cell adhesion (GO:0030155) | endothelial cell migration (GO:0043542) | regulation of focal adhesion assembly (GO:0051893) | regulation of ERBB signaling pathway (GO:1901184) | regulation of cell motility (GO:2000145) | positive regulation of focal adhesion assembly (GO:0051894) | positive regulation of cell-substrate junction organization (GO:0150117) | ERBB2 signaling pathway (GO:0038128)	EPHA7;EGFR;ABL1;VEGFA;ZFHX3;RHOA;ERBB2;MST1R	11
2	signal transduction in response to DNA damage (GO:0042770)	4.043331567192075e-06	signal transduction in response to DNA damage (GO:0042770) | intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630) | DNA damage checkpoint signaling (GO:0000077) | DNA integrity checkpoint signaling (GO:0031570) | regulation of signal transduction by p53 class mediator (GO:1901796) | intrinsic apoptotic signaling pathway (GO:0097193) | Cell cycle | negative regulation of transferase activity (GO:0051348)	CHEK2;SMAD4;TP53;DOT1L;ABL1;BARD1;DAXX;MSH6;BRIP1	8
2	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	4.16831008258757e-06	regulation of peptidyl-tyrosine phosphorylation (GO:0050730) | cellular response to oxidative stress (GO:0034599) | positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	EPHA7;EGFR;TP53;ABL1;VEGFA;JAK2;MAPK3	3
2	DNA damage induced protein phosphorylation (GO:0006975)	5.187357870686843e-06	DNA damage induced protein phosphorylation (GO:0006975) | peptidyl-tyrosine autophosphorylation (GO:0038083) | cellular response to dopamine (GO:1903351) | response to dopamine (GO:1903350) | regulation of vesicle-mediated transport (GO:0060627) | cellular response to reactive oxygen species (GO:0034614) | Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096) | Fc-gamma receptor signaling pathway (GO:0038094) | Fc receptor mediated stimulatory signaling pathway (GO:0002431) | cellular response to catecholamine stimulus (GO:0071870)	CHEK2;MAP2K1;EGFR;ABL1;YES1;TSC2;MAPK3	10
2	regulation of MAP kinase activity (GO:0043405)	5.671111317293687e-06	regulation of MAP kinase activity (GO:0043405)	EGFR;VEGFA;CDK12;SH2B3;ERBB2;MST1R	1
2	transcription regulatory region nucleic acid binding (GO:0001067)	6.059991819933449e-06	transcription regulatory region nucleic acid binding (GO:0001067) | sequence-specific double-stranded DNA binding (GO:1990837) | transcription cis-regulatory region binding (GO:0000976) | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) | cis-regulatory region sequence-specific DNA binding (GO:0000987) | DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	HNF1A;SMAD4;BCOR;FOXP1;TP53;TCF7L2;CTCF;ABL1;ZFHX3;MGA;GLI1;ERG;KDM6A;SOX17;SOX9	7
2	protein homodimerization activity (GO:0042803)	6.692924929524065e-06	protein homodimerization activity (GO:0042803)	CHEK2;SMAD4;TERT;VEGFA;KMT2A;BARD1;FLT4;MSH3;IDH1;TSC2;FGFR2;DROSHA;MSH6	1
2	regulation of apoptotic process (GO:0042981)	7.147244491861826e-06	regulation of apoptotic process (GO:0042981) | regulation of programmed cell death (GO:0043067) | positive regulation of programmed cell death (GO:0043068)	BCL10;EGFR;TP53;LATS2;VEGFA;ABL1;JAK2;JAK3;BARD1;FLT4;DAXX;SOX9;CTLA4;NOTCH2	3
2	regulation of cell growth (GO:0001558)	7.189546539962464e-06	regulation of cell growth (GO:0001558) | negative regulation of cell growth (GO:0030308)	RPTOR;SMAD4;SMARCA4;EGFR;TP53;BAP1;SOX17;PTPRS;ERBB2	2
2	caveola (GO:0005901)	8.254221871360113e-06	caveola (GO:0005901) | plasma membrane raft (GO:0044853) | Th17 cell differentiation | response to cholesterol (GO:0070723)	SMAD4;TGFBR2;JAK3;IRS1;PTCH1;JAK2;MAPK3	4
2	beta-catenin-TCF complex assembly (GO:1904837)	9.11762135380468e-06	beta-catenin-TCF complex assembly (GO:1904837) | protein-containing complex assembly (GO:0065003) | positive regulation of Wnt signaling pathway (GO:0030177) | positive regulation of protein binding (GO:0032092)	SMARCA4;TERT;FANCA;EGFR;TP53;AXIN2;TCF7L2;KMT2A;ABL1;FGFR2;SOX9	4
2	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	9.47121890101911e-06	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066) | positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	EGFR;NTRK3;TSC2;SOX9;JAK2;MAPK3	2
2	JAK-STAT signaling pathway	9.879604360358907e-06	JAK-STAT signaling pathway | cytokine receptor activity (GO:0004896)	MPL;EGFR;JAK3;PIK3R3;IL7R;CSF3R;JAK2	2
2	Basal cell carcinoma	1.0508305588654792e-05	Basal cell carcinoma | positive regulation of protein export from nucleus (GO:0046827)	TP53;AXIN2;TCF7L2;GLI1;PTCH1	2
2	negative regulation of cellular process (GO:0048523)	1.0854055672795051e-05	negative regulation of cellular process (GO:0048523)	SMARCA4;SMAD4;MAP2K1;TP53;AXIN2;JAK2;CTCF;SH2B3;BAP1;TSC2;SOX17;NOTCH1	1
2	positive regulation of mesenchymal cell proliferation (GO:0002053)	1.1041849144481351e-05	positive regulation of mesenchymal cell proliferation (GO:0002053) | regulation of mesenchymal cell proliferation (GO:0010464) | endocardial cushion morphogenesis (GO:0003203) | outflow tract septum morphogenesis (GO:0003148) | epithelial tube formation (GO:0072175) | regulation of osteoblast differentiation (GO:0045667) | cardiac ventricle morphogenesis (GO:0003208) | mesenchymal cell differentiation (GO:0048762) | cellular response to transforming growth factor beta stimulus (GO:0071560) | embryonic cranial skeleton morphogenesis (GO:0048701) | inner ear morphogenesis (GO:0042472) | morphogenesis of an epithelium (GO:0002009) | embryonic skeletal system morphogenesis (GO:0048704)	SMAD4;TGFBR2;RHOA;FGFR2;SOX9;PTCH1;NOTCH1	13
