Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
CDH1	MPL	2	0.025035733661040265	3.184023766845118	0.051084152985537506
CDH1	LYN	2	0.025035733661040265	3.184023766845118	0.051084152985537506
HOXB13	YAP1	2	0.025035733661040265	3.184023766845118	0.051084152985537506
MAP2K1	TAP2	2	0.025035733661040265	3.184023766845118	0.051084152985537506
IGF1R	KMT2A	5	0.025043058573791858	1.7108231793639754	0.05108607530832299
PIK3CB	TSC1	3	0.025044719415884823	2.38283592785027	0.05108607530832299
PARP1	PIK3CB	3	0.025044719415884823	2.38283592785027	0.05108607530832299
ASXL1	HLA-B	3	0.02504624782682367	2.396078281393029	0.05108607530832299
ASXL1	EZH1	3	0.02504624782682367	2.396078281393029	0.05108607530832299
NF2	TET1	5	0.025067416779607846	1.716443270292861	0.051125345212766383
PARK2	POLE	8	0.025097543012705836	1.2862427053648369	0.051154153498040214
MUTYH	NCOR1	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
CTLA4	PGR	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
MUTYH	PGR	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
FGF19	NCOR1	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
FGF19	PGR	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
ANKRD11	CTLA4	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
ANKRD11	MDM2	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
CDK8	NCOR1	3	0.02509879451938694	2.4119155160366783	0.051154153498040214
MDC1	RECQL4	5	0.02511489709350487	1.7084125974785411	0.051183063154129946
MCL1	RUNX1	2	0.025119908592891246	3.1836228511718727	0.05118545821634873
MDM2	TCF3	2	0.025119908592891246	3.1836228511718727	0.05118545821634873
SETD2	SMARCD1	4	0.025133522814016755	2.035142952130905	0.05119694918602603
RB1	SRC	4	0.025133522814016755	2.035142952130905	0.05119694918602603
REL	SETD2	4	0.025133522814016755	2.035142952130905	0.05119694918602603
ERBB4	NOTCH3	13	0.02513478486736362	0.9762500434758565	0.05119694918602603
INPP4B	KMT2B	8	0.025135140763954546	1.2846875021279458	0.05119694918602603
ELF3	PARK2	4	0.02515402249529016	1.9736245845757026	0.05122514843304648
DDR2	LATS2	5	0.025154744053462283	1.7065461982883523	0.05122514843304648
DDR2	MAP3K1	5	0.025154744053462283	1.7065461982883523	0.05122514843304648
AXL	PALB2	3	0.02516727757684942	2.3810242532474013	0.05123026733762061
FOXP1	RFWD2	3	0.02516727757684942	2.3810242532474013	0.05123026733762061
AXL	RFWD2	3	0.02516727757684942	2.3810242532474013	0.05123026733762061
KLF4	ZFHX3	5	0.02517441996536267	1.7511919431887166	0.05123026733762061
IDH1	ZFHX3	5	0.02517441996536267	1.7511919431887166	0.05123026733762061
BCL10	CSF1R	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
CSF1R	PIK3R3	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
BTK	CYP19A1	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
BTK	RRAS2	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
CSF1R	CYP19A1	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
BTK	HIST1H3J	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
CDKN1B	CSF1R	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
CIC	DUSP4	2	0.02518221535197937	3.2513656332028225	0.05123026733762061
NTRK1	TP53	61	0.025192920247686414	0.647360988115011	0.05124367432232936
NTRK1	PDCD1LG2	2	0.025198407137253357	3.288650618863154	0.05124367432232936
NTRK1	SDHC	2	0.025198407137253357	3.288650618863154	0.05124367432232936
DDR2	SERPINB3	2	0.025198407137253357	3.288650618863154	0.05124367432232936
DDR2	SDHC	2	0.025198407137253357	3.288650618863154	0.05124367432232936
KMT2B	PRDM1	4	0.025213968910961306	1.9860766357891781	0.05127141357837403
APC	ESR1	6	0.025222853726820413	1.5380748978254213	0.05128166489144402
APC	CSF3R	6	0.025222853726820413	1.5380748978254213	0.05128166489144402
KDM6A	NUF2	3	0.025232706365486662	2.3806192862157207	0.051297788310453424
ASXL2	STK40	2	0.02523603860044982	3.2361749457678517	0.05130065438051371
BCOR	KDM5C	9	0.02524017398895611	1.19914892085113	0.05130515256667381
LMO1	NBN	2	0.025247252323282288	3.2020358940664666	0.05130883544859229
ALOX12B	MYOD1	2	0.025247252323282288	3.2020358940664666	0.05130883544859229
INHBA	SOX17	5	0.025258766146196838	1.703611700006483	0.05130883544859229
PLCG2	SMO	5	0.025258766146196838	1.703611700006483	0.05130883544859229
IRS1	SPRED1	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
JAK2	SPRED1	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
DIS3	PPARG	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
AKT1	JAK2	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
DIS3	H3F3C	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
IRS1	STAT5A	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
DIS3	RAF1	3	0.02526313617984089	2.3931302087387873	0.05130883544859229
CIC	KMT2C	9	0.02527200119024037	1.2083415894990022	0.05131908703100936
AXIN2	DNMT1	3	0.025274070728069205	2.37721685534911	0.05131908703100936
ERCC3	NOTCH2	4	0.025275769517360023	1.9792062397004493	0.05131908703100936
RET	RUNX1	4	0.025275876366818665	1.9776006150434358	0.05131908703100936
EED	MRE11A	2	0.025289294697771234	3.19546009354945	0.05133070883167456
CCND2	DNMT3B	2	0.025289294697771234	3.19546009354945	0.05133070883167456
BMPR1A	DNMT3B	2	0.025289294697771234	3.19546009354945	0.05133070883167456
DNMT3B	RAD51B	2	0.025289294697771234	3.19546009354945	0.05133070883167456
ALB	AR	2	0.025299130985078338	3.3126033509060893	0.051338958960974554
AR	SETD8	2	0.025299130985078338	3.3126033509060893	0.051338958960974554
EGFL7	KMT2A	2	0.025299130985078338	3.3126033509060893	0.051338958960974554
PREX2	WT1	8	0.025301570293530806	1.2852017854520426	0.051340004812019585
GATA3	HOXB13	3	0.02531432179229555	2.382218718230942	0.05135026051139542
BRIP1	CASP8	3	0.02531432179229555	2.382218718230942	0.05135026051139542
FGFR3	KDM5A	3	0.02531432179229555	2.382218718230942	0.05135026051139542
CDH1	GATA3	3	0.02531432179229555	2.382218718230942	0.05135026051139542
ASXL2	PTPRD	12	0.02531760777760286	1.044269849678491	0.05135302246468017
ARID2	ASXL1	8	0.025325589397882143	1.2885694979409315	0.05136530767519078
ATR	CXCR4	4	0.02533571676882696	1.9885043611621707	0.05137803799499563
BRCA2	FOXO1	4	0.02533571676882696	1.9885043611621707	0.05137803799499563
INPPL1	KDM5C	5	0.025348355216868138	1.7080943882120891	0.051391136848052965
BRD4	NOTCH2	5	0.025348355216868138	1.7080943882120891	0.051391136848052965
APC	MPL	4	0.025350339293237267	2.008744894969308	0.051391136848052965
APC	LYN	4	0.025350339293237267	2.008744894969308	0.051391136848052965
DIS3	DNMT3B	4	0.025357206459477578	1.9640770757860038	0.051391136848052965
BLM	MTOR	4	0.025357582869713825	1.9719935057085822	0.051391136848052965
DICER1	FOXP1	4	0.025357582869713825	1.9719935057085822	0.051391136848052965
BLM	DICER1	4	0.025357582869713825	1.9719935057085822	0.051391136848052965
ARID1A	PDGFRB	12	0.025366578754183366	1.027286170895256	0.051393073622012245
MAP3K1	NPM1	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
MAP3K1	SESN3	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
MAP3K1	PIM1	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
CTR9	TSHR	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
LATS2	SDHB	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
LATS2	SESN3	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
CTR9	MAP3K1	2	0.025373945848604508	3.2207813714304625	0.051393073622012245
ATRX	JAK2	9	0.025409363265030373	1.2047837586539638	0.05146090306066602
SETD2	TET1	12	0.02542193952728353	1.0192578575466171	0.05146248195088497
PRDM1	SMARCA4	7	0.025427586325818506	1.4504621726970885	0.05146248195088497
ASXL1	RASA1	6	0.02542842522453048	1.5212829801469394	0.05146248195088497
BRCA1	IL7R	6	0.02542842522453048	1.5212829801469394	0.05146248195088497
ARID1A	PTPRD	32	0.025433915012474762	0.6084785469191627	0.05146248195088497
EPHB1	FOXA1	4	0.02543628852879363	1.9954586754746835	0.05146248195088497
EPHB1	SPRED1	4	0.02543628852879363	1.9954586754746835	0.05146248195088497
EPHB1	RAF1	4	0.02543628852879363	1.9954586754746835	0.05146248195088497
ASXL1	TSC1	4	0.025438715485498423	1.9616978960154423	0.05146248195088497
IL7R	PARP1	4	0.025438715485498423	1.9616978960154423	0.05146248195088497
IL7R	TSC1	4	0.025438715485498423	1.9616978960154423	0.05146248195088497
ASXL1	PARP1	4	0.025438715485498423	1.9616978960154423	0.05146248195088497
DNMT3B	MLL2	3	0.025446825865866208	2.373016866819824	0.05146248195088497
ARID5B	MRE11A	3	0.025446825865866208	2.373016866819824	0.05146248195088497
ATM	CSF3R	9	0.025453202939996877	1.23214039788801	0.05146248195088497
CDK6	PRDM1	2	0.025456849138294442	3.169524197150003	0.05146248195088497
SMYD3	SOX2	2	0.025456849138294442	3.169524197150003	0.05146248195088497
MAP2K2	SOX2	2	0.025456849138294442	3.169524197150003	0.05146248195088497
PRDM1	PTPN11	2	0.025456849138294442	3.169524197150003	0.05146248195088497
PTPN11	SHQ1	2	0.025456849138294442	3.169524197150003	0.05146248195088497
JAK1	MITF	2	0.025457877164152296	3.1820180734303323	0.05146248195088497
ERF	JAK1	2	0.025457877164152296	3.1820180734303323	0.05146248195088497
CSDE1	PTPRD	8	0.025458524621460914	1.3360204661905482	0.05146248195088497
NUP93	PTPRD	8	0.025458524621460914	1.3360204661905482	0.05146248195088497
EPHB1	RNF43	5	0.025462212823591318	1.7182718755346695	0.05146248195088497
EPHB1	MYCN	5	0.025462212823591318	1.7182718755346695	0.05146248195088497
EPHB1	ETV6	5	0.025462212823591318	1.7182718755346695	0.05146248195088497
APC	HGF	14	0.025469630356982492	0.9343827845486661	0.051473575134510584
BRAF	KDM5C	12	0.025472402521539716	1.0208335034171658	0.0514752791584466
DIS3	KMT2D	12	0.025480208152904214	1.0340931986684079	0.05148325543728697
JAK2	KMT2D	12	0.025480208152904214	1.0340931986684079	0.05148325543728697
DCUN1D1	POLE	2	0.025487394942405324	3.392112334280172	0.05148608130492703
ETAA1	POLE	2	0.025487394942405324	3.392112334280172	0.05148608130492703
PHF6	POLE	2	0.025487394942405324	3.392112334280172	0.05148608130492703
NOTCH3	RFWD2	6	0.025497756418966712	1.529542128874954	0.05149108128445614
NOTCH3	PALB2	6	0.025497756418966712	1.529542128874954	0.05149108128445614
ARID2	FH	6	0.0255026786509909	1.5363878654241823	0.05149108128445614
CTNNB1	PRKCI	3	0.02550560998333388	2.4066727157558305	0.05149108128445614
ARID2	EZH2	4	0.025513124215405674	2.010434697889538	0.05149108128445614
ARID2	GSK3B	4	0.025513124215405674	2.010434697889538	0.05149108128445614
INSR	PIK3CG	6	0.02551866170291054	1.540136097944409	0.05149108128445614
IRF4	TAP1	2	0.025520743528882027	3.172333507913034	0.05149108128445614
CSDE1	HIST3H3	2	0.025520743528882027	3.172333507913034	0.05149108128445614
CSDE1	E2F3	2	0.025520743528882027	3.172333507913034	0.05149108128445614
JUN	PIK3R2	2	0.025520743528882027	3.172333507913034	0.05149108128445614
NUP93	SMARCB1	2	0.025520743528882027	3.172333507913034	0.05149108128445614
NUP93	TAP1	2	0.025520743528882027	3.172333507913034	0.05149108128445614
JUN	NUP93	2	0.025520743528882027	3.172333507913034	0.05149108128445614
NUP93	PRKCI	2	0.025520743528882027	3.172333507913034	0.05149108128445614
JUN	NRAS	2	0.025520743528882027	3.172333507913034	0.05149108128445614
CYSLTR2	JAK3	3	0.02552775327288943	2.383010985812213	0.051497436958501244
HIST1H3B	JAK3	3	0.02552775327288943	2.383010985812213	0.051497436958501244
CYP19A1	KMT2C	3	0.02553331688888784	2.521888295729067	0.05150476688940751
BTK	DNMT3A	5	0.02554888400252298	1.6987946837087073	0.05151792753556531
CSF1R	DNMT3A	5	0.02554888400252298	1.6987946837087073	0.05151792753556531
ALK	FGFR3	5	0.025549275558733747	1.7327899181950128	0.05151792753556531
EP300	ERF	3	0.02554964328441689	2.421697858174453	0.05151792753556531
RB1	SMARCA4	25	0.025552984099391655	0.6900855549026893	0.05151792753556531
RICTOR	TET1	6	0.025553355400440042	1.5223681661329682	0.05151792753556531
RPTOR	TET1	6	0.025553355400440042	1.5223681661329682	0.05151792753556531
MSH3	WHSC1L1	3	0.025562349055937718	2.3702236519281437	0.051520489770218884
SOS1	WHSC1L1	3	0.025562349055937718	2.3702236519281437	0.051520489770218884
MSH3	RPS6KA4	3	0.025562349055937718	2.3702236519281437	0.051520489770218884
NF2	PMS1	3	0.025562349055937718	2.3702236519281437	0.051520489770218884
PIK3R1	ZFHX3	6	0.025570428462647617	1.547909574297133	0.05153288146860144
PTPRT	SRC	5	0.02559285539083285	1.7955245678316925	0.051566395809753446
PTPRT	SMARCD1	5	0.02559285539083285	1.7955245678316925	0.051566395809753446
PTPRT	RARA	5	0.02559285539083285	1.7955245678316925	0.051566395809753446
NEGR1	RAD50	3	0.025599438093507083	2.370516595429008	0.05157090435700805
CARD11	WT1	7	0.02560126541281575	1.3845114571878012	0.05157090435700805
CSF3R	PIK3CA	7	0.025601293784657773	1.4055083556317471	0.05157090435700805
EP300	HOXB13	4	0.025603186546622667	1.9767466711134827	0.05157090435700805
IKZF1	MPL	3	0.025608132435812888	2.3931318145818645	0.05157090435700805
IKZF1	TAP2	3	0.025608132435812888	2.3931318145818645	0.05157090435700805
SDHA	TEK	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
SOX9	TGFBR1	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
HIST1H1C	TEK	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
TEK	TGFBR1	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
MEN1	SOX9	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
NCOA3	SOX9	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
CTCF	SOX9	3	0.02562021656589304	2.3688290698563907	0.05157090435700805
NTHL1	STK11	3	0.02563563205968469	3.115374267047688	0.05159804205103982
FAM46C	FLT1	3	0.02563848215775277	2.443458394687446	0.05159988659624652
NOTCH1	PDGFRB	8	0.02564485595867272	1.2799428330800737	0.051608822115926205
ATRX	PAK7	13	0.025648160771647974	0.9725681345333654	0.051611580589052575
FLT1	NTRK1	8	0.02565688787643787	1.2801604658606542	0.05162524905615628
CUL3	EPHA7	7	0.025664331666930034	1.3853340209455223	0.05163633344884475
PIK3CB	RTEL1	2	0.02569069369858518	3.1715311191043143	0.051656303840928876
APC	CDC42	2	0.025694079245814638	3.4573679721105095	0.051656303840928876
NF1	PIK3C2G	18	0.0256971717641294	0.8206673106530462	0.051656303840928876
CSDE1	KMT2A	4	0.025706097729600856	1.966758576254924	0.051656303840928876
MED12	SF3B1	9	0.025710426129439076	1.1994048796523582	0.051656303840928876
RAD50	RECQL	2	0.02571168657780918	3.168321115739723	0.051656303840928876
ATM	PARK2	14	0.02571191095493821	0.9458508603663348	0.051656303840928876
FOXL2	NKX3-1	2	0.025713291877460156	3.1934499287531666	0.051656303840928876
LZTR1	PRDM14	2	0.025713291877460156	3.1934499287531666	0.051656303840928876
PRDM14	RIT1	2	0.025713291877460156	3.1934499287531666	0.051656303840928876
ERCC5	TNFRSF14	2	0.025713291877460156	3.1934499287531666	0.051656303840928876
MLL	PMAIP1	1	0.025716004989869343	5.657814647364645	0.051656303840928876
BRCA1	PDGFRA	9	0.0257172724953763	1.1944304173943154	0.051656303840928876
AXIN2	EP300	5	0.02572137018818463	1.7042870726744235	0.051656303840928876
INHBA	RPS6KA4	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
GATA2	INHBA	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
BAP1	KIT	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
DROSHA	WHSC1L1	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
TET2	WHSC1L1	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
KIT	WHSC1L1	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
SMO	WHSC1L1	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
ERBB3	U2AF1	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
GATA2	TP63	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
RPS6KA4	SMO	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
KIT	NF2	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
RPS6KA4	TET2	4	0.025725769290230894	1.9577010105456085	0.051656303840928876
MDC1	RAD50	4	0.02572652344185665	1.9639863900885979	0.051656303840928876
BCOR	CIC	7	0.025735474713149405	1.3856401992150378	0.05167038918970671
EPHA5	PALB2	8	0.02574066812244434	1.2994616978346643	0.05167304061140655
EPHA5	GNAS	8	0.02574066812244434	1.2994616978346643	0.05167304061140655
ASXL1	ZFHX3	9	0.02574337688542716	1.202656203275186	0.0516745909573961
ATM	IL7R	12	0.025766121758497827	1.0337384061643686	0.05171242011615902
MLH1	TRAF2	2	0.02577457300980015	3.1587443583967603	0.05171242011615902
ERG	PIK3CD	2	0.02577457300980015	3.1587443583967603	0.05171242011615902
MLH1	PLK2	2	0.02577457300980015	3.1587443583967603	0.05171242011615902
PPM1D	TRAF2	2	0.02577457300980015	3.1587443583967603	0.05171242011615902
APC	PNRC1	3	0.025775787894511192	2.4631621925786824	0.05171242011615902
HIST1H3H	NOTCH4	3	0.025775787894511192	2.4631621925786824	0.05171242011615902
ASXL1	SESN1	2	0.025797889206681926	3.231852750585514	0.05174120056221775
BCL10	IL7R	2	0.025797889206681926	3.231852750585514	0.05174120056221775
IL7R	SLFN11	2	0.025797889206681926	3.231852750585514	0.05174120056221775
IL7R	PIK3R3	2	0.025797889206681926	3.231852750585514	0.05174120056221775
ERCC3	RTEL1-TNFRSF6B	2	0.02580672768846173	3.1601344982495028	0.051751348861684796
PDGFRB	YES1	3	0.02580682777974291	2.391910054417762	0.051751348861684796
KDR	PPM1D	4	0.02582764804259788	1.9917418489976912	0.05178920859758975
EP300	RAB35	2	0.025845445917870507	3.331350813586092	0.051821002653721124
KRAS	SMARCA2	11	0.025878932588283363	1.4434048065841503	0.05188424613961995
KEAP1	PDGFRA	31	0.025884704953618696	0.6332329063016822	0.05189192034312335
KDM5A	RECQL4	4	0.025889922481592918	1.9514171152631639	0.051894987043883414
EIF4A2	TET1	4	0.025892068858994335	1.9734903699815234	0.051894987043883414
SHQ1	TET1	4	0.025892068858994335	1.9734903699815234	0.051894987043883414
BCOR	KDR	11	0.025903802027973898	1.0632980770833367	0.05189791973673313
FBXW7	STK19	2	0.025905201082753803	3.2150128909708506	0.05189791973673313
FANCA	MAPK3	2	0.025905201082753803	3.2150128909708506	0.05189791973673313
CDKN1A	FLT3	2	0.025905201082753803	3.2150128909708506	0.05189791973673313
FAM175A	FBXW7	2	0.025905201082753803	3.2150128909708506	0.05189791973673313
FAM175A	FANCA	2	0.025905201082753803	3.2150128909708506	0.05189791973673313
PAK7	ROS1	9	0.02593040538569804	1.1914121197274379	0.05192800505563833
ARAF	CIC	4	0.02593154830844662	1.9521803571048584	0.05192800505563833
ARAF	CSF1R	4	0.02593154830844662	1.9521803571048584	0.05192800505563833
ATM	EPHA5	28	0.025932496310021758	0.6475412365825807	0.05192800505563833
NUF2	SMAD4	4	0.025933279084014906	1.9639358110152192	0.05192800505563833
SMAD4	XPO1	4	0.025933279084014906	1.9639358110152192	0.05192800505563833
HIST1H3E	PTPRT	4	0.02593384011154176	2.099136787247629	0.05192800505563833
AXIN2	DNMT3A	4	0.025952375027717665	1.952562453993801	0.05192908341332294
STAG2	U2AF1	6	0.025952546074102443	1.5131919424313975	0.05192908341332294
DICER1	INHBA	6	0.025952546074102443	1.5131919424313975	0.05192908341332294
DICER1	SMO	6	0.025952546074102443	1.5131919424313975	0.05192908341332294
FAT1	FYN	6	0.02596593953856209	1.5798007956053772	0.05192908341332294
RAB35	SLFN11	1	0.02596906706733423	5.562539795146765	0.05192908341332294
RAC1	RAC2	1	0.02596906706733423	5.562539795146765	0.05192908341332294
BBC3	CDKN1B	1	0.02596906706733423	5.562539795146765	0.05192908341332294
LATS1	LATS2	4	0.025972510074963456	1.949838674141936	0.05192908341332294
GAB2	RAD51C	1	0.025976106981202327	5.599714519959736	0.05192908341332294
BCL2	EPCAM	1	0.025976106981202327	5.599714519959736	0.05192908341332294
APLNR	HIST1H3C	1	0.025976106981202327	5.599714519959736	0.05192908341332294
HIST1H3C	PPP4R2	1	0.025976106981202327	5.599714519959736	0.05192908341332294
PPP4R2	RAD51C	1	0.025976106981202327	5.599714519959736	0.05192908341332294
GAB2	HIST1H3C	1	0.025976106981202327	5.599714519959736	0.05192908341332294
EPCAM	PPP4R2	1	0.025976106981202327	5.599714519959736	0.05192908341332294
KDM5A	MGA	8	0.02597620348163346	1.2872819520804712	0.05192908341332294
GATA3	MGA	8	0.02597620348163346	1.2872819520804712	0.05192908341332294
ERCC4	PIK3C3	3	0.025977190724543676	2.361471455826001	0.05192908341332294
ELF3	INPPL1	3	0.025977190724543676	2.361471455826001	0.05192908341332294
PIK3C3	RNF43	3	0.025977190724543676	2.361471455826001	0.05192908341332294
ERCC4	INPP4A	3	0.025977190724543676	2.361471455826001	0.05192908341332294
STAT5A	TNFAIP3	2	0.0259872841709269	3.1516022891527404	0.05193758823406114
FOXA1	FOXO1	2	0.0259872841709269	3.1516022891527404	0.05193758823406114
AGO2	B2M	2	0.0259872841709269	3.1516022891527404	0.05193758823406114
FGFR4	PREX2	7	0.02598996475871959	1.383966053345838	0.05193905561195479
SMARCA2	SOX9	2	0.025999883642453352	3.1685199418131704	0.05195121810615936
DICER1	PIK3CA	11	0.026001183776547893	1.0675435055004159	0.05195121810615936
ABL1	UPF1	3	0.026002018302043194	2.3644238477616906	0.05195121810615936
ATRX	RECQL	4	0.026003838120441092	2.0189581577038846	0.05195121810615936
ABL1	SLX4	4	0.02601386318351248	1.9490501007192476	0.051963849844356806
FGFR4	GNAS	4	0.026014055464521738	1.9498247163070979	0.051963849844356806
MGA	MYCN	6	0.026031579010564364	1.5395472934576047	0.051983288625077465
CYLD	MGA	6	0.026031579010564364	1.5395472934576047	0.051983288625077465
ERCC4	MGA	6	0.026031579010564364	1.5395472934576047	0.051983288625077465
MGA	RNF43	6	0.026031579010564364	1.5395472934576047	0.051983288625077465
AXL	PIK3CA	6	0.02608918385586515	1.5427200522177515	0.05207254312280202
EZH1	KLF4	2	0.02609390763699003	3.1480444697395513	0.05207254312280202
EPAS1	EZH1	2	0.02609390763699003	3.1480444697395513	0.05207254312280202
FLCN	PMS2	2	0.02609390763699003	3.1480444697395513	0.05207254312280202
EPAS1	HLA-B	2	0.02609390763699003	3.1480444697395513	0.05207254312280202
HIST1H3B	HLA-B	2	0.02609390763699003	3.1480444697395513	0.05207254312280202
BRIP1	VTCN1	2	0.026097739993417808	3.198010514666773	0.05207254312280202
GNA11	KDM5A	2	0.026097739993417808	3.198010514666773	0.05207254312280202
AURKB	BRIP1	2	0.026097739993417808	3.198010514666773	0.05207254312280202
BRIP1	PIM1	2	0.026097739993417808	3.198010514666773	0.05207254312280202
GATA3	PIM1	2	0.026097739993417808	3.198010514666773	0.05207254312280202
HOXB13	PIK3CG	5	0.026103666774597373	1.7240564168909691	0.05208047460786026
ARID1A	SOX17	10	0.026112443886655207	1.1353320616177716	0.05208496476985923
CARD11	MITF	3	0.02611372470136581	2.4089044517505434	0.05208496476985923
CARD11	IFNGR1	3	0.02611372470136581	2.4089044517505434	0.05208496476985923
CARD11	XRCC2	3	0.02611372470136581	2.4089044517505434	0.05208496476985923
MYOD1	ROS1	5	0.026121849632377164	1.696522430164254	0.05209181495967003
ARAF	ROS1	5	0.026121849632377164	1.696522430164254	0.05209181495967003
FAM58A	PIK3C3	2	0.02612887177197614	3.1741531247475434	0.05209181495967003
BRD4	FAM58A	2	0.02612887177197614	3.1741531247475434	0.05209181495967003
FAM46C	PIK3C3	2	0.02612887177197614	3.1741531247475434	0.05209181495967003
ALOX12B	PIK3C3	2	0.02612887177197614	3.1741531247475434	0.05209181495967003
FOXL2	RASA1	5	0.026137453358679587	1.6938968722743202	0.05210503084389397
HGF	PAX5	6	0.026145289008055718	1.5314011366266413	0.052110957444983244
HGF	PMS1	6	0.026145289008055718	1.5314011366266413	0.052110957444983244
EPAS1	KMT2C	5	0.026150441205595263	1.735703945602295	0.052110957444983244
KMT2C	SUZ12	5	0.026150441205595263	1.735703945602295	0.052110957444983244
FBXW7	FGF4	3	0.026152143230399685	2.365587057164239	0.052110957444983244
FLT3	PLK2	3	0.026152143230399685	2.365587057164239	0.052110957444983244
NTRK3	PMAIP1	2	0.02615527806951049	3.555632543426034	0.05211331257260416
IL10	PTPRS	2	0.02618218941914706	3.2366343439122267	0.05215914331093239
BCL2L1	PTPRS	2	0.02618218941914706	3.2366343439122267	0.05215914331093239
IKBKE	TSHR	3	0.026215189498775594	2.3605446753725716	0.052193337762017594
PDGFRB	VEGFA	2	0.02622309415943653	3.2564750333987464	0.052193337762017594
HIST1H3F	PDGFRB	2	0.02622309415943653	3.2564750333987464	0.052193337762017594
HIST1H3I	PBRM1	2	0.02622309415943653	3.2564750333987464	0.052193337762017594
PBRM1	PIK3CB	4	0.026223148006009243	1.952866024408905	0.052193337762017594
PDGFRB	PIK3CB	4	0.026223148006009243	1.952866024408905	0.052193337762017594
CSF3R	MAPKAP1	2	0.02622478069001806	3.165911938935689	0.052193337762017594
ESR1	SRSF2	2	0.02622478069001806	3.165911938935689	0.052193337762017594
AXIN2	CCND2	2	0.02622478069001806	3.165911938935689	0.052193337762017594
CSF3R	SESN2	2	0.02622478069001806	3.165911938935689	0.052193337762017594
CSF3R	RXRA	2	0.02622478069001806	3.165911938935689	0.052193337762017594
AXIN2	SRSF2	2	0.02622478069001806	3.165911938935689	0.052193337762017594
AXIN2	RXRA	2	0.02622478069001806	3.165911938935689	0.052193337762017594
ARID1B	MRE11A	5	0.026237872445659647	1.6970127403439597	0.05221160523582608
ARID1B	DNMT3B	5	0.026237872445659647	1.6970127403439597	0.05221160523582608
RET	SRC	3	0.0262475946543975	2.394567000872914	0.05222316308921841
REL	RET	3	0.0262475946543975	2.394567000872914	0.05222316308921841
CARD11	PDPK1	2	0.026254533867666283	3.3186640775654688	0.052233075095703775
GLI1	SMARCA4	15	0.026287526489514785	0.9072233588531928	0.05229481469902356
FLT4	IKZF1	7	0.02629412872188259	1.3755091350922064	0.05230404956715892
FGFR1	NBN	3	0.026299157138284117	2.3538619222648762	0.05230766141051482
FGFR3	NFE2L2	4	0.02630829792526177	1.9638444097383652	0.05230766141051482
CARD11	CASP8	4	0.02630829792526177	1.9638444097383652	0.05230766141051482
BCL6	CARD11	4	0.02630829792526177	1.9638444097383652	0.05230766141051482
EPHA3	SHOC2	4	0.02631061590894454	2.028905876446377	0.05230766141051482
EPHA3	MITF	4	0.02631061590894454	2.028905876446377	0.05230766141051482
CDH1	NTRK2	3	0.026311625973893218	2.3594454829598615	0.05230766141051482
RPTOR	SMAD2	3	0.026311625973893218	2.3594454829598615	0.05230766141051482
BRAF	PTCH1	9	0.026325385594091446	1.1981401353149137	0.05232747301571449
FANCA	PRDM14	4	0.02632551340588222	1.943919284234658	0.05232747301571449
