Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
IGF1R	TBX3	6	0.026335263801695877	1.5163999725640689	0.052329791955775064
ERCC5	PAK1	3	0.026336927744998986	2.35414707485453	0.052329791955775064
AXL	FOXL2	3	0.026336927744998986	2.35414707485453	0.052329791955775064
BLM	PRDM14	3	0.026336927744998986	2.35414707485453	0.052329791955775064
ERCC5	PPP2R1A	3	0.026336927744998986	2.35414707485453	0.052329791955775064
PMS1	WT1	4	0.026347671842293693	1.948161068480382	0.052329791955775064
PAX5	WT1	4	0.026347671842293693	1.948161068480382	0.052329791955775064
MSH3	WT1	4	0.026347671842293693	1.948161068480382	0.052329791955775064
NTRK1	TRAF7	4	0.0263480533147757	1.9497127733359323	0.052329791955775064
DDR2	DNMT1	4	0.0263480533147757	1.9497127733359323	0.052329791955775064
MED12	SETD2	16	0.026348251254180017	0.8624368800432823	0.052329791955775064
RTEL1-TNFRSF6B	TP53	19	0.026360495547959727	1.3720945241234852	0.05234631817958813
IGF1	TP53	19	0.026360495547959727	1.3720945241234852	0.05234631817958813
CTLA4	NUF2	2	0.02637271818533041	3.143693459869133	0.052358900734732684
MUTYH	XPO1	2	0.02637271818533041	3.143693459869133	0.052358900734732684
CDK8	NUF2	2	0.02637271818533041	3.143693459869133	0.052358900734732684
HIST1H3B	PAK7	4	0.02639230397686812	1.9717951187408769	0.05238125034093911
CYSLTR2	POLE	4	0.02639230397686812	1.9717951187408769	0.05238125034093911
PIK3C2G	SUZ12	4	0.02639230397686812	1.9717951187408769	0.05238125034093911
FGFR2	YAP1	2	0.026393790222382134	3.1405541292799866	0.05238125034093911
POT1	YAP1	2	0.026393790222382134	3.1405541292799866	0.05238125034093911
HOXB13	STK11	10	0.02640044030800428	1.2166474084696715	0.05239055176761317
BTK	DAXX	3	0.026412242186577436	2.3629761863658243	0.05240617761534827
CSF1R	DAXX	3	0.026412242186577436	2.3629761863658243	0.05240617761534827
ATR	HIST1H1C	5	0.026433146233053408	1.6968219962789628	0.052439856310239404
BRCA2	CBL	5	0.026433146233053408	1.6968219962789628	0.052439856310239404
AGO2	MGA	5	0.026438796650884357	1.7277524160048718	0.052447166862091076
CREBBP	IL7R	7	0.026467893969955716	1.3761472144763254	0.05250098495415657
KEAP1	PTCH1	18	0.02647502648105288	0.8536367918560057	0.05250330491382294
ARHGAP35	PTPRD	6	0.02649210014884847	1.5954803726351554	0.05250330491382294
PTPRD	YAP1	6	0.02649210014884847	1.5954803726351554	0.05250330491382294
AR	JAK2	6	0.026498848318059275	1.5058909297299572	0.05250330491382294
AR	IRS1	6	0.026498848318059275	1.5058909297299572	0.05250330491382294
KMT2A	TERT	6	0.026498848318059275	1.5058909297299572	0.05250330491382294
KMT2A	TSC2	6	0.026498848318059275	1.5058909297299572	0.05250330491382294
GATA1	MYC	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
IFNGR1	PAX5	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
PMS1	SHOC2	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
HIST1H3D	INSR	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
HIST1H3D	PAX5	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
IFNGR1	MSH3	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
MITF	SOS1	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
AKT2	GATA1	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
AKT2	SOS1	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
ERF	INSR	2	0.026502907670778456	3.1491951222301773	0.05250330491382294
NPM1	PHF6	1	0.026506446460521745	5.543527608789238	0.05250330491382294
CTR9	ETAA1	1	0.026506446460521745	5.543527608789238	0.05250330491382294
SMARCA4	SMYD3	6	0.026510248353797852	1.5886653510508675	0.052506938122251594
IRS2	PARP1	4	0.02651397667020367	1.9419239335474536	0.05250727235057656
IRF4	SPEN	4	0.02651665641889382	1.9519931354311997	0.05250727235057656
NUP93	SPEN	4	0.02651665641889382	1.9519931354311997	0.05250727235057656
EZH2	NSD1	3	0.026520255452166793	2.375905715946187	0.05250727235057656
GSK3B	PARK2	3	0.026520255452166793	2.375905715946187	0.05250727235057656
SETD2	TRAF2	5	0.02652717371466993	1.7231877622485179	0.05251707326774739
BRCA2	NOTCH4	11	0.02653195417163304	1.0577487776348586	0.0525226407321979
HIST1H3H	LATS1	2	0.02653780889121241	3.175372566281983	0.05253033382256533
IGF1R	RRAS	2	0.026548045242865397	3.1675124673669215	0.052534499762085574
CD79A	IGF1R	2	0.026548045242865397	3.1675124673669215	0.052534499762085574
IGF1R	LZTR1	2	0.026548045242865397	3.1675124673669215	0.052534499762085574
EPCAM	IGF1R	2	0.026548045242865397	3.1675124673669215	0.052534499762085574
CARD11	GRIN2A	13	0.0265497569342884	0.9672254129149711	0.052534499762085574
INPP4A	PTPRT	9	0.026556580720699607	1.2153506061323647	0.05254410591917172
AKT3	FUBP1	3	0.02656417185910643	2.3476656563009706	0.05254743706895886
AKT3	DNMT1	3	0.02656417185910643	2.3476656563009706	0.05254743706895886
TRAF7	TSC1	3	0.02656417185910643	2.3476656563009706	0.05254743706895886
ANKRD11	PTPRS	6	0.02657475964367933	1.5043440405128716	0.05256058857779298
PGR	SF3B1	6	0.02657475964367933	1.5043440405128716	0.05256058857779298
FGFR4	MAPK3	2	0.02658170683259881	3.194145180899511	0.052570432581923905
PRKD1	TP63	5	0.026593817163135157	1.6824415879781331	0.05257270355885932
PTCH1	TP63	5	0.026593817163135157	1.6824415879781331	0.05257270355885932
POLD1	U2AF1	5	0.026593817163135157	1.6824415879781331	0.05257270355885932
DROSHA	PTCH1	5	0.026593817163135157	1.6824415879781331	0.05257270355885932
EP300	ERBB2	9	0.026594427520518008	1.1841430421989034	0.05257270355885932
ALOX12B	TBX3	3	0.026599395323160014	2.42187590814709	0.05257270355885932
MGA	PIK3C3	7	0.026601232376474944	1.3893615121043654	0.05257270355885932
INPP4A	MGA	7	0.026601232376474944	1.3893615121043654	0.05257270355885932
PDGFRA	SPRED1	4	0.02660255634833342	1.9741673394972978	0.05257270355885932
H3F3C	PDGFRA	4	0.02660255634833342	1.9741673394972978	0.05257270355885932
NF1	PPARG	6	0.026607442604838206	1.5759119569664455	0.05257358641660222
H3F3C	NF1	6	0.026607442604838206	1.5759119569664455	0.05257358641660222
MAP3K13	PAK7	5	0.026616794172317628	1.6962391874555107	0.05257358641660222
ARID5B	PIK3C2G	5	0.026616794172317628	1.6962391874555107	0.05257358641660222
JAK1	PAK7	5	0.026616794172317628	1.6962391874555107	0.05257358641660222
ERCC2	PIK3C2G	5	0.026616794172317628	1.6962391874555107	0.05257358641660222
MAP3K13	POLE	5	0.026616794172317628	1.6962391874555107	0.05257358641660222
CXCR4	ERBB2	4	0.026623700982403242	1.9649596518640486	0.05257944499078082
AGO2	EPHA7	4	0.026623700982403242	1.9649596518640486	0.05257944499078082
MST1R	NOTCH4	5	0.026627605460336712	1.706869706972003	0.05258269468453566
EPHA7	GLI1	8	0.026629287463624318	1.267916057558246	0.05258269468453566
CHEK1	KMT2D	5	0.02663724469148796	1.7790729876680509	0.05259062404501009
ERRFI1	KMT2D	5	0.02663724469148796	1.7790729876680509	0.05259062404501009
ATRX	PDGFRB	10	0.026643187929570256	1.119644851635165	0.052595065685423
BCOR	PBRM1	8	0.026643436310119846	1.268467340113367	0.052595065685423
DOT1L	KDR	10	0.02664572836559246	1.1149108994378303	0.05259569949225791
NF1	PDCD1	8	0.026651567004948345	1.3089081220481473	0.052597649718489355
NF1	TRAF7	8	0.026651567004948345	1.3089081220481473	0.052597649718489355
BRIP1	NTRK1	5	0.02665262954818861	1.682675438665253	0.052597649718489355
BRCA2	SLX4	6	0.026658741522691917	1.508427266258822	0.052601931198834204
ATR	SLX4	6	0.026658741522691917	1.508427266258822	0.052601931198834204
HGF	HOXB13	5	0.02666583991027501	1.7153704465356132	0.05261204717232448
PARK2	SETD2	10	0.02667241080132736	1.1190517539954365	0.05261407054670395
KDM5A	NTRK3	8	0.026681269039812043	1.2792446330150529	0.05261407054670395
GATA3	NTRK3	8	0.026681269039812043	1.2792446330150529	0.05261407054670395
ALB	RASA1	2	0.026684175384746895	3.2695624488312918	0.05261407054670395
EGFL7	INPP4B	2	0.026684175384746895	3.2695624488312918	0.05261407054670395
PPP6C	SMAD4	2	0.026684175384746895	3.2695624488312918	0.05261407054670395
SMAD4	ZNRF3	2	0.026684175384746895	3.2695624488312918	0.05261407054670395
INPP4B	SETD8	2	0.026684175384746895	3.2695624488312918	0.05261407054670395
ACVR1	PTEN	3	0.026684610484507827	2.3962163236336353	0.05261407054670395
PTPN11	WT1	3	0.026715836718294597	2.3653051574247805	0.05263716903159704
MAP2K2	WT1	3	0.026715836718294597	2.3653051574247805	0.05263716903159704
INHA	WT1	3	0.026715836718294597	2.3653051574247805	0.05263716903159704
RAD54L	WT1	3	0.026715836718294597	2.3653051574247805	0.05263716903159704
AR	KDM6A	5	0.0267205149951344	1.6839387105229426	0.05263716903159704
BLM	E2F3	2	0.02672789178468594	3.1344576638734387	0.05263716903159704
BLM	JUN	2	0.02672789178468594	3.1344576638734387	0.05263716903159704
AXL	SMARCB1	2	0.02672789178468594	3.1344576638734387	0.05263716903159704
AXL	CD79B	2	0.02672789178468594	3.1344576638734387	0.05263716903159704
AXL	HIST3H3	2	0.02672789178468594	3.1344576638734387	0.05263716903159704
PREX2	SMAD4	9	0.02674168631370222	1.1835153996478005	0.05263716903159704
PARK2	PDCD1LG2	2	0.026741907794202116	3.240639114351041	0.05263716903159704
EIF4E	PARK2	2	0.026741907794202116	3.240639114351041	0.05263716903159704
PARK2	SDHC	2	0.026741907794202116	3.240639114351041	0.05263716903159704
CDK12	EP300	6	0.02674646875575706	1.5047977639879067	0.05263716903159704
LATS1	TCF3	3	0.026767212278268185	2.3464504140214313	0.05263716903159704
GAB1	ICOSLG	1	0.026769640436867925	5.507398240954304	0.05263716903159704
ATXN7	KLF5	1	0.026769640436867925	5.507398240954304	0.05263716903159704
GREM1	RYBP	1	0.026769640436867925	5.507398240954304	0.05263716903159704
GREM1	ZNRF3	1	0.026769640436867925	5.507398240954304	0.05263716903159704
ICOSLG	KLF5	1	0.026769640436867925	5.507398240954304	0.05263716903159704
ALB	CARM1	1	0.026769640436867925	5.507398240954304	0.05263716903159704
KLF5	SETD8	1	0.026769640436867925	5.507398240954304	0.05263716903159704
EGFL7	IL10	1	0.026769640436867925	5.507398240954304	0.05263716903159704
KLF5	NADK	1	0.026769640436867925	5.507398240954304	0.05263716903159704
KLF5	ZNRF3	1	0.026769640436867925	5.507398240954304	0.05263716903159704
SDHD	ZNRF3	1	0.026769640436867925	5.507398240954304	0.05263716903159704
GAB1	ZNRF3	1	0.026769640436867925	5.507398240954304	0.05263716903159704
ATXN7	IL10	1	0.026769640436867925	5.507398240954304	0.05263716903159704
GREM1	ICOSLG	1	0.026769640436867925	5.507398240954304	0.05263716903159704
BCL2L1	EGFL7	1	0.026769640436867925	5.507398240954304	0.05263716903159704
PGBD5	ZNRF3	1	0.026769640436867925	5.507398240954304	0.05263716903159704
AXIN2	MLL2	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
AXIN1	MLL2	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
AXIN1	JAK1	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
ARID5B	AXIN2	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
ARID5B	ESR1	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
ARID5B	AXIN1	3	0.026771281922309726	2.3428646700371494	0.05263716903159704
FLT1	PIK3CA	14	0.026776791768860875	0.9249178647877024	0.05264412350637681
BARD1	PARK2	5	0.026782034255343125	1.6812062275137054	0.05264937742996527
CDKN2A	MAP3K1	10	0.02679065263905828	1.1355939337413035	0.05264937742996527
DNMT1	FANCC	2	0.02679341164561587	3.137182425364258	0.05264937742996527
CSF1R	CUL3	5	0.02679347032066048	1.67927430889945	0.05264937742996527
BTK	JAK2	5	0.02679347032066048	1.67927430889945	0.05264937742996527
CIC	JAK2	5	0.02679347032066048	1.67927430889945	0.05264937742996527
NEGR1	PTCH1	4	0.026807719657854397	1.9356742681138261	0.05264937742996527
JUN	SPEN	3	0.026815970319748954	2.3772870977529506	0.05264937742996527
SMARCB1	SPEN	3	0.026815970319748954	2.3772870977529506	0.05264937742996527
SPEN	TAP1	3	0.026815970319748954	2.3772870977529506	0.05264937742996527
PRKCI	SPEN	3	0.026815970319748954	2.3772870977529506	0.05264937742996527
POLD1	STAT3	3	0.02681820934574289	2.3522844701799497	0.05264937742996527
PTCH1	TNFAIP3	3	0.02681820934574289	2.3522844701799497	0.05264937742996527
CXCR4	PRKD1	3	0.02681820934574289	2.3522844701799497	0.05264937742996527
CDK4	RICTOR	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
HIST1H2BD	RICTOR	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
CTR9	NTRK2	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
RICTOR	SESN3	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
RPTOR	VTCN1	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
NTRK2	SDHB	2	0.02683004537542169	3.1755810519722987	0.05264937742996527
ERBB4	FGF19	4	0.026832445012527475	1.9916847317879962	0.05264937742996527
ERBB4	MCL1	4	0.026832445012527475	1.9916847317879962	0.05264937742996527
ALK	CDK8	4	0.026832445012527475	1.9916847317879962	0.05264937742996527
ALK	CTLA4	4	0.026832445012527475	1.9916847317879962	0.05264937742996527
FLT4	SMARCA4	17	0.02683360961558688	0.8413197374849367	0.05264937742996527
DNMT3A	IL7R	5	0.026843532196447892	1.67848357440945	0.05264937742996527
ASXL1	DNMT3A	5	0.026843532196447892	1.67848357440945	0.05264937742996527
FLT4	KDM5C	8	0.02684364978569733	1.2647148894727116	0.05264937742996527
FLT4	NOTCH2	8	0.02684364978569733	1.2647148894727116	0.05264937742996527
GNAQ	SMARCA4	3	0.02685944777156426	2.652324135914986	0.05264937742996527
ERCC4	RARA	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
RNF43	SYK	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
CHEK1	CYLD	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
CHEK1	MYCN	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
CHEK1	RNF43	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
ELF3	SYK	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
CHEK1	ERCC4	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
ELF3	REL	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
MYCN	SMARCD1	2	0.02686861901068624	3.1322959558212142	0.05264937742996527
PDGFRA	SOX17	7	0.026874529485360867	1.3726129264679778	0.05264937742996527
PIK3CA	RAC1	3	0.026877483367044753	2.491643539347552	0.05264937742996527
MAP2K1	PTPN11	2	0.026878113874027238	3.124729162118304	0.05264937742996527
FGFR3	PTPN11	2	0.026878113874027238	3.124729162118304	0.05264937742996527
CDH1	PTPN11	2	0.026878113874027238	3.124729162118304	0.05264937742996527
MAP2K1	RAD54L	2	0.026878113874027238	3.124729162118304	0.05264937742996527
CDH1	RAD54L	2	0.026878113874027238	3.124729162118304	0.05264937742996527
MAP2K1	TCF7L2	2	0.026878113874027238	3.124729162118304	0.05264937742996527
CASP8	TCF7L2	2	0.026878113874027238	3.124729162118304	0.05264937742996527
MAP2K2	SMAD2	2	0.026878113874027238	3.124729162118304	0.05264937742996527
FGFR3	RAD54L	2	0.026878113874027238	3.124729162118304	0.05264937742996527
PGR	RNF43	4	0.026894912116736683	1.9417784413232455	0.052674548978724284
ETV6	PGR	4	0.026894912116736683	1.9417784413232455	0.052674548978724284
PIK3CD	SF3B1	3	0.026907255805447793	2.3584504945346954	0.05267753694432091
USP8	ZFHX3	2	0.02691049282437678	3.532465246264119	0.05267753694432091
AMER1	CDC42	2	0.026910670979293953	3.419869727963297	0.05267753694432091
AMER1	BCL2	2	0.026910670979293953	3.419869727963297	0.05267753694432091
DNMT3B	GATA1	3	0.026919746539278033	2.3394451494960022	0.05267753694432091
STAT5A	TET2	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
B2M	TP63	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
H3F3C	U2AF1	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
INHBA	PPARG	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
DROSHA	H3F3C	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
H3F3C	TP63	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
SMO	SPRED1	3	0.026920126337257048	2.3557915467536463	0.05267753694432091
BRCA2	FLT1	10	0.026939317423527852	1.1116600006205943	0.05271122491911136
KDM6A	PIK3R2	3	0.02696667900050215	2.3406858412905276	0.05276089369663465
FGFR2	TP53	26	0.026972391253509455	1.0891659403040888	0.05276820092374632
EPHA3	NRAS	6	0.026991259601076623	1.5326159652412594	0.05279382589921896
CSDE1	EPHA3	6	0.026991259601076623	1.5326159652412594	0.05279382589921896
CDKN2C	GATA2	2	0.027000030454027768	3.1377445956931624	0.05279382589921896
KMT2D	MAP3K13	8	0.027000934364131333	1.3027650851928247	0.05279382589921896
ERBB3	NCOA3	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
HIST1H1C	NF2	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
RPS6KA4	TGFBR1	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
FH	HIST1H1C	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
FH	SDHA	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
FH	NCOA3	3	0.027009036804821147	2.3373973208471437	0.05279382589921896
PTPRD	SPEN	16	0.027010008276935376	0.8709336106291168	0.05279382589921896
EPHA5	ERCC3	6	0.027017341549101095	1.5397830870511875	0.05279382589921896
HNF1A	IRS1	4	0.027019573839734343	1.9332946733636667	0.05279382589921896
AXIN2	TSC2	4	0.027019573839734343	1.9332946733636667	0.05279382589921896
AXIN2	JAK2	4	0.027019573839734343	1.9332946733636667	0.05279382589921896
ESR1	IRS1	4	0.027019573839734343	1.9332946733636667	0.05279382589921896
PTPRS	SOX9	4	0.027020209688419224	1.9348207594784932	0.05279382589921896
FAM58A	NEGR1	2	0.02702307918146643	3.1467839321855373	0.05279382589921896
MYD88	TP53BP1	2	0.02702307918146643	3.1467839321855373	0.05279382589921896
EIF4E	HIST1H3F	1	0.027036351963193803	5.489476332957041	0.05280815782007221
RRAGC	SDHC	1	0.027036351963193803	5.489476332957041	0.05280815782007221
HIST1H3F	SDHC	1	0.027036351963193803	5.489476332957041	0.05280815782007221
MITF	USP8	1	0.02705467494728914	5.57941519079053	0.05282847950888415
IFNGR1	USP8	1	0.02705467494728914	5.57941519079053	0.05282847950888415
ERF	USP8	1	0.02705467494728914	5.57941519079053	0.05282847950888415
HIST1H3D	HLA-C	1	0.02705467494728914	5.57941519079053	0.05282847950888415
BARD1	MSH6	3	0.027073303182157674	2.3405595665937273	0.05284558658593461
ARID1B	BBC3	2	0.027080913472328973	3.293599371828868	0.05284558658593461
ARID1B	RAC2	2	0.027080913472328973	3.293599371828868	0.05284558658593461
BBC3	KMT2B	2	0.027080913472328973	3.293599371828868	0.05284558658593461
BBC3	DOT1L	2	0.027080913472328973	3.293599371828868	0.05284558658593461
SMARCA4	TET2	13	0.027080986130085673	0.9781208999392873	0.05284558658593461
INHBA	SMARCA4	13	0.027080986130085673	0.9781208999392873	0.05284558658593461
KIT	SMARCA4	13	0.027080986130085673	0.9781208999392873	0.05284558658593461
EPHB1	FAM58A	3	0.02708720004955644	2.41119543298445	0.05284558658593461
EPHB1	FAM46C	3	0.02708720004955644	2.41119543298445	0.05284558658593461
EPHB1	MYD88	3	0.02708720004955644	2.41119543298445	0.05284558658593461
ALOX12B	EPHB1	3	0.02708720004955644	2.41119543298445	0.05284558658593461
NTRK1	XIAP	3	0.02709894100343393	2.359895945086383	0.05286076320735632
MPL	NTRK1	3	0.02709894100343393	2.359895945086383	0.05286076320735632
MTOR	RECQL4	5	0.02710934725235346	1.6772147867211555	0.05287719694679133
GSK3B	RUNX1	2	0.02712753364148188	3.1190914866360546	0.05290106951351534
EZH2	TCF3	2	0.02712753364148188	3.1190914866360546	0.05290106951351534
RUNX1	YES1	2	0.02712753364148188	3.1190914866360546	0.05290106951351534
DICER1	FGF19	3	0.027149702932347225	2.365837793218619	0.05293656457326361
DICER1	MCL1	3	0.027149702932347225	2.365837793218619	0.05293656457326361
DICER1	RASA1	7	0.027155201395256966	1.3642147688676407	0.05293954918413444
MTOR	RASA1	7	0.027155201395256966	1.3642147688676407	0.05293954918413444
AKT3	BMPR1A	2	0.027174377359145976	3.136940865844582	0.05296145631235834
